result_id,model_id,decision,construct,window,modality,comparator,population,rationale,factor
V33-OD-0291,NONE,HOLD,Pain,Postoperative day 2,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact Postoperative day 2 mean/SD are shown only in Figure 2; do not infer numeric values from the plot without formal digitization.",
V33-OD-0292,NONE,HOLD,Pain,Postoperative day 3,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact Postoperative day 3 mean/SD are shown only in Figure 2; do not infer numeric values from the plot without formal digitization.",
V33-OD-0294,NONE,EXCLUDE,PONV,Postoperative day 2,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: The article states nausea/vomiting incidences did not differ significantly between groups; table provides day-labelled event counts without clock-defined ascertainment windows. Use raw events/total.,
V33-OD-0295,NONE,EXCLUDE,PONV,Postoperative day 3,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: The article states nausea/vomiting incidences did not differ significantly between groups; table provides day-labelled event counts without clock-defined ascertainment windows. Use raw events/total.,
V33-OD-0297,NONE,EXCLUDE,PONV,Postoperative day 2,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: The article states nausea/vomiting incidences did not differ significantly between groups; table provides day-labelled event counts without clock-defined ascertainment windows. Use raw events/total.,
V33-OD-0298,NONE,EXCLUDE,PONV,Postoperative day 3,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: The article states nausea/vomiting incidences did not differ significantly between groups; table provides day-labelled event counts without clock-defined ascertainment windows. Use raw events/total.,
V33-OD-0301,NONE,EXCLUDE,Opioid consumption,24-48 h,TEAS,Usual care,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Separate rescue pethidine was also used; not a 0-24 h endpoint.,
V33-OD-0302,NONE,EXCLUDE,Opioid consumption,24-48 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Separate rescue pethidine was also used; not a 0-24 h endpoint.,
V33-OD-0305,NONE,EXCLUDE,Rescue opioid use,24-48 h,TEAS,Usual care,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Rescue opioid reported separately from PCA tramadol; do not sum aggregate SDs without covariance/raw data.,
V33-OD-0306,NONE,EXCLUDE,Rescue opioid use,24-48 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Rescue opioid reported separately from PCA tramadol; active comparator must remain separate.,
V33-OD-0307,NONE,EXCLUDE,Rescue analgesia,0-24 h,TEAS,Usual care,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Non-opioid rescue analgesic; never relabel as opioid consumption.,
V33-OD-0308,NONE,EXCLUDE,Rescue analgesia,0-24 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Non-opioid rescue analgesic; active comparator must remain separate.,
V33-OD-0309,NONE,EXCLUDE,Rescue analgesia,24-48 h,TEAS,Usual care,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Non-opioid rescue analgesic; never relabel as opioid consumption.,
V33-OD-0310,NONE,EXCLUDE,Rescue analgesia,24-48 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Non-opioid rescue analgesic; active comparator must remain separate.,
V33-OD-0311,NONE,EXCLUDE,Pain,2 h after surgery / after intervention,TEAS,Usual care,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Open-label subjective outcome; source methods describe VAS 1–10 although tabulated minima include 0.,
V33-OD-0312,NONE,EXCLUDE,Pain,2 h after surgery / after intervention,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Open-label subjective outcome; source methods describe VAS 1–10 although tabulated minima include 0.,
V33-OD-0313,NONE,EXCLUDE,Pain,18 h after surgery / after intervention,TEAS,Usual care,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Open-label subjective outcome; source methods describe VAS 1–10 although tabulated minima include 0.,
V33-OD-0314,NONE,EXCLUDE,Pain,18 h after surgery / after intervention,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Open-label subjective outcome; source methods describe VAS 1–10 although tabulated minima include 0.,
V33-OD-0315,NONE,EXCLUDE,Pain,22 h after surgery / after intervention,TEAS,Usual care,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Open-label subjective outcome; source methods describe VAS 1–10 although tabulated minima include 0.,
V33-OD-0316,NONE,EXCLUDE,Pain,22 h after surgery / after intervention,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Open-label subjective outcome; source methods describe VAS 1–10 although tabulated minima include 0.,
V33-OD-0317,NONE,EXCLUDE,Pain,42 h after surgery / after intervention,TEAS,Usual care,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Open-label subjective outcome; source methods describe VAS 1–10 although tabulated minima include 0.,
V33-OD-0318,NONE,EXCLUDE,Pain,42 h after surgery / after intervention,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Open-label subjective outcome; source methods describe VAS 1–10 although tabulated minima include 0.,
V33-OD-0319,NONE,EXCLUDE,Pain,46 h after surgery / after intervention,TEAS,Usual care,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Open-label subjective outcome; source methods describe VAS 1–10 although tabulated minima include 0.,
V33-OD-0320,NONE,EXCLUDE,Pain,46 h after surgery / after intervention,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Open-label subjective outcome; source methods describe VAS 1–10 although tabulated minima include 0.,
V33-OD-0321,NONE,HOLD,PONV,0-24 h,TEAS,Usual care,Outcome-specific analyzed population,Source ambiguity or unavailable required statistic: Nonstandard or incomplete statistic; no inferred quantities. Source QC: Article states no significant group difference but does not provide group-specific nausea values in the main text/tables.,
V33-OD-0322,NONE,HOLD,PONV,0-24 h,TEAS,Usual care,Outcome-specific analyzed population,Source ambiguity or unavailable required statistic: Nonstandard or incomplete statistic; no inferred quantities. Source QC: Article states no significant group difference but does not provide group-specific vomiting counts in the main text/tables.,
V33-OD-0323,NONE,HOLD,Opioid consumption,0-24 h,TEAS,Usual care,Outcome-specific analyzed population,Source ambiguity or unavailable required statistic: Nonstandard or incomplete statistic; no inferred quantities. Source QC: Tramadol and pethidine are reported separately as aggregate mean/SD. The SD of their within-person sum cannot be recovered from aggregate data without covariance.,
V33-OD-0324,NONE,EXCLUDE,Intraoperative opioid,Intraoperative,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.,
V33-OD-0325,NONE,EXCLUDE,Pain,2 h after surgery,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.,
V33-OD-0326,NONE,EXCLUDE,Pain,4 h after surgery,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.,
V33-OD-0327,NONE,EXCLUDE,Pain,6 h after surgery,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.,
V33-OD-0329,NONE,EXCLUDE,PCA demand/proxy,0-24 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,"Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking. Direct endpoint is press count, not drug mass.",
V33-OD-0330,NONE,HOLD,Opioid consumption,0-24 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Source ambiguity or unavailable required statistic: Nonstandard or incomplete statistic; no inferred quantities. Source QC: Derived only if each reported pump press corresponds to the programmed 2-mL infusion; 15-min lockout creates device-semantics ambiguity. Butorphanol-to-review-standard MME conversion must be explicitly prespecified.,
V33-OD-0332,NONE,EXCLUDE,Other adverse events,0-24 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.,
V33-OD-0333,NONE,EXCLUDE,Other adverse events,0-24 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.,
V33-OD-0334,NONE,EXCLUDE,Other adverse events,0-24 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.,
V33-OD-0335,NONE,EXCLUDE,Sleep quality,First night before surgery after preoperative stimulation,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.,
V33-OD-0336,NONE,EXCLUDE,Sleep quality,First night before surgery after preoperative stimulation,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.,
V33-OD-0337,NONE,EXCLUDE,Sleep quality,First night before surgery after preoperative stimulation,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.,
V33-OD-0338,NONE,EXCLUDE,Sleep quality,First night before surgery after preoperative stimulation,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.,
V33-OD-0339,NONE,EXCLUDE,Sleep quality,First night before surgery after preoperative stimulation,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.,
V33-OD-0340,NONE,EXCLUDE,Sleep quality,First postoperative night,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.,
V33-OD-0341,NONE,EXCLUDE,Sleep quality,First postoperative night,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.,
V33-OD-0342,NONE,EXCLUDE,Sleep quality,First postoperative night,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.,
V33-OD-0343,NONE,EXCLUDE,Sleep quality,First postoperative night,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.,
V33-OD-0344,NONE,EXCLUDE,Sleep quality,First postoperative night,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.,
V33-OD-0345,NONE,EXCLUDE,Sleep quality,Third postoperative night,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.,
V33-OD-0346,NONE,EXCLUDE,Sleep quality,Third postoperative night,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.,
V33-OD-0347,NONE,EXCLUDE,Sleep quality,Third postoperative night,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.,
V33-OD-0348,NONE,EXCLUDE,Sleep quality,Third postoperative night,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.,
V33-OD-0349,NONE,EXCLUDE,Sleep quality,Third postoperative night,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.,
V33-OD-0352,NONE,EXCLUDE,PONV,Postoperative observation period; PCA/TEAS discontinued at 24 h,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Zero events in TEAS; use events/denominators directly rather than the non-significant overall P value.,
V33-OD-0353,NONE,EXCLUDE,PONV,Postoperative observation period; PCA/TEAS discontinued at 24 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Zero events in TEAS; correlated alternative comparator; do not count independently in a simple pairwise synthesis.,
V33-OD-0354,NONE,EXCLUDE,Pain,At discharge; exact postoperative clock time not reported,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Figure 3b identifies the VAS result as assessed at discharge; the exact postoperative time of discharge is not stated.,
V33-OD-0355,NONE,EXCLUDE,Pain,At discharge; exact postoperative clock time not reported,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Figure 3b identifies the VAS result as assessed at discharge; exact timing is unreported and this is a correlated alternative comparator.,
V33-OD-0356,NONE,HOLD,Postoperative opioid consumption,0–24 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: The article does not report postoperative opioid consumption/dose or a quantitative rescue-opioid endpoint.",
V33-OD-0357,NONE,HOLD,GI recovery,Postoperative,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact group mean±SE values are shown only in Figure 2a; do not visually infer. Source text reports a 31.7% reduction.",
V33-OD-0358,NONE,HOLD,GI recovery,Postoperative,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact group mean±SE values are shown only in Figure 2a; do not visually infer. Source text reports a 35.9% reduction.",
V33-OD-0359,NONE,HOLD,GI recovery,Postoperative,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact group mean±SE values are shown only in Figure 2b; do not visually infer. Source text reports a 26.5% reduction.",
V33-OD-0360,NONE,HOLD,GI recovery,Postoperative,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,"Source ambiguity or unavailable required statistic: Preserved v33 source-QC gate: Raw text gives 0/21 vs 5/21, but Table 2 endpoint/non-endpoint totals equal 44 rather than 42; adjudication required. Source QC: Text reports 0/21 TEA vs 5/21 sham, but Table 2 lists 33 non-endpoint + 11 endpoint patients (44 total) despite 42 randomized. Preserve raw text counts but hold quantitative use.",
V33-OD-0361,NONE,HOLD,Functional recovery,Postoperative,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact group mean±SE values are shown only in Figure 2b; source text reports a 42.8% reduction.",
V33-OD-0362,NONE,HOLD,Functional recovery,Postoperative,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact group mean±SE values are shown only in Figure 2b; source text reports a 30.2% reduction. Adjusted regression coefficient for TEA was −6.3 days (95% CI −12.0 to −0.6).",
V33-OD-0363,NONE,HOLD,Pain,Postoperative day 1,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Figure 2c shows POD1 means±SE but exact values are not tabulated. The Results text highlights significant reductions only on POD2 and POD3.",
V33-OD-0364,NONE,HOLD,Pain,Postoperative day 2,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact group mean±SE values are shown only in Figure 2c; source text reports a 50.8% reduction.",
V33-OD-0365,NONE,HOLD,Pain,Postoperative day 3,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact group mean±SE values are shown only in Figure 2c; source text reports a 64.9% reduction.",
V33-OD-0366,NONE,EXCLUDE,Rescue opioid use,0-24 h postoperative,TEAS,Sham,Outcome-specific analyzed population,"Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Binary incidence of rescue analgesia, NOT cumulative opioid dose. Rescue dose/number of administrations not reported, so no MME is derivable.",
V33-OD-0368,NONE,HOLD,Pain,POD2 (~48 h),TEAS,Sham,Outcome-specific analyzed population,"Source ambiguity or unavailable required statistic: Unresolved source conflict or undefined endpoint; printed values retained, excluded from quantitative models. Source QC: TWO SOURCE CONFLICTS. (1) SD: Table 2 gives TEAS 1.83 (0.98); the abstract gives 1.83 +/- 0.88. (2) P value: the Results text states 'P = 0.042 and P = 0.26 for T1 and T2 respectively', i.e. POD2 non-significant, while Table 2 stars this result as P < 0.05 and the abstract claims P < 0.05 for both timepoints. Unresolved; do not pool. Author contact required. | V34: Yu Table 2 TEAS SDs POD1/POD2 = 1.53/0.98; abstract = 1.41/0.88. POD2 prose P=0.26, table *P<0.05, abstract significant. Table values retained; pain quantitative HOLD.",
V33-OD-0369,NONE,HOLD,Rescue opioid use,0-24 h postoperative,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Rescue was IV sufentanil 0.05 ug/kg per administration. Do NOT multiply the median count by 0.05 ug/kg and a mean body weight to manufacture cumulative MME: the product of a median count and a mean weight is not the median or mean of the individual-level product, and no patient-level data are available.",
V33-OD-0370,NONE,HOLD,Rescue analgesia,0-24 h postoperative,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: The intervention arm's upper bound of 1440 min is the full 24-h observation window, i.e. censoring at end of follow-up. Treating this as an IQR bound would be wrong; it is a range. Not pooled as a mean difference.",
V33-OD-0373,NONE,EXCLUDE,Intraoperative opioid,Intraoperative,EA,Usual care,Outcome-specific analyzed population,"Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Reported in Table 1 among baseline/anaesthesia parameters, with a single 4-group omnibus P (0.892); no pairwise contrast is reported. Do not enter more than one Zhu 2022 contrast into a pairwise model without splitting the shared control.",
V33-OD-0374,NONE,EXCLUDE,Intraoperative opioid,Intraoperative,EA,Usual care,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: See ZHU22_PRE_vs_USUAL_INTRAOPSUF.,
V33-OD-0375,NONE,EXCLUDE,Intraoperative opioid,Intraoperative,EA,Usual care,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: See ZHU22_PRE_vs_USUAL_INTRAOPSUF.,
V33-OD-0381,NONE,EXCLUDE,Quality of recovery,24 h (T11),TEAS,Sham,Outcome-specific analyzed population,"Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: T11 is defined in the source as postoperative 24 hours. Analysis N 35/35 taken from the CONSORT flow diagram (Figure 2), against 37/38 allocated.",
V33-OD-0382,NONE,EXCLUDE,Quality of recovery,48 h (T12),TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: T12 is defined in the source as postoperative 48 hours.,
V33-OD-0383,NONE,HOLD,Rescue analgesia,Early postoperative period - exact window not stated,TEAS,Sham,Outcome-specific analyzed population,"Source ambiguity or unavailable required statistic: Unresolved source conflict or undefined endpoint; printed values retained, excluded from quantitative models. Source QC: HOLD. The source describes this as 'the number of patients who required extra analgesia', but 3.8 (1.9) and 5.0 (2.9) cannot be a count of patients out of 35 - the wording and the statistic are mutually inconsistent. Unit, metric and time window are all unresolved. Do NOT interpret as mg morphine or MME. Author contact required.",
AUDIT-0005,NONE,EXCLUDE,Pain,0–6 h,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,
AUDIT-0006,NONE,EXCLUDE,Pain,0–6 h,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,
AUDIT-0007,NONE,EXCLUDE,Pain,0–6 h,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,
AUDIT-0008,NONE,EXCLUDE,Pain,24–48 h,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,
AUDIT-0009,NONE,EXCLUDE,Pain,24–48 h,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,
AUDIT-0010,NONE,EXCLUDE,Pain,24–48 h,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,
AUDIT-0011,NONE,EXCLUDE,Pain,48–72 h,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,
AUDIT-0012,NONE,EXCLUDE,Pain,48–72 h,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,
AUDIT-0013,NONE,EXCLUDE,Pain,48–72 h,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,
AUDIT-0014,NONE,EXCLUDE,Rescue analgesia,0–48 h after surgery,EA,Usual care,Per-protocol,"Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Rescue analgesic protocol was flurbiprofen 100 mg when NRS >3; table reports only number of patients, not doses.",
