record_id,comparison_id,study,endpoint_family,outcome,window,time_class,statistic_type,modality,comparator_type,intervention,comparator,unit,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,eligibility,reason,rob2,analysis_population,source,source_location,selected_model,effect,se,measure,effect_note,scale_factor,hedges_g,hedges_se
AUDIT-0013,V34_B1_012,Zhu 2022,Pain — movement/activity,Pain on movement (NRS),48–72 h,48-72h,Mean/SD,EA,Usual care,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,NRS 0-10,100.0,101.0,0.19,0.56,0.31,0.7,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol,https://drive.google.com/file/d/1vux5IaubjInusplW6GJ2SsxhzibtSCe-/view?usp=drivesdk,p. 422; Table 3,,-0.12,0.089373,MD,Native MD; no pooled interpretation without compatible model.,1,-0.188493,0.141384
AUDIT-0079,V34_B1_078,Yang 2020,Pain — unspecified context,Static pain VAS,0–24 h after surgery,0-24h after surgery,Median/IQR,EA,Usual care,EA group,UC group,VAS 0-10,29.0,28.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,e920648-6; Table 4,,,,,,1,,
AUDIT-0080,V34_B1_079,Yang 2020,Pain — movement/activity,Dynamic pain VAS,0–24 h after surgery,0-24h after surgery,Median/IQR,EA,Usual care,EA group,UC group,VAS 0-10,29.0,28.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,e920648-6; Table 4,,,,,,1,,
AUDIT-0085,V34_B1_084,Yang 2020,Pain — unspecified context,Static pain VAS,24–48 h after surgery,24-48h after surgery,Median/IQR,EA,Usual care,EA group,UC group,VAS 0-10,29.0,28.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,e920648-6; Table 4,,,,,,1,,
AUDIT-0086,V34_B1_085,Yang 2020,Pain — movement/activity,Dynamic pain VAS,24–48 h after surgery,24-48h after surgery,Median/IQR,EA,Usual care,EA group,UC group,VAS 0-10,29.0,28.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,e920648-6; Table 4,,,,,,1,,
AUDIT-0091,V34_B1_090,Yang 2020,Pain — unspecified context,Static pain VAS,48–72 h after surgery,48-72h after surgery,Median/IQR,EA,Usual care,EA group,UC group,VAS 0-10,29.0,28.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,e920648-6; Table 4,,,,,,1,,
AUDIT-0092,V34_B1_091,Yang 2020,Pain — movement/activity,Dynamic pain VAS,48–72 h after surgery,48-72h after surgery,Median/IQR,EA,Usual care,EA group,UC group,VAS 0-10,29.0,28.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,e920648-6; Table 4,,,,,,1,,
AUDIT-0095,V34_B1_094,Pan 2023,Pain — movement/activity,NRS in the mobile state,1 h after operation,1h after operation,Other (describe),TEAS,Usual care,Group T — TEAS,Group C — control,NRS 0-10,52.0,53.0,,,,,,,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/19IZpaoI-iTQOr_XOTw-a17WTw_haz8q6/view?usp=drivesdk,p. 815; Table 7,,,,,,1,,
AUDIT-0096,V34_B1_095,Pan 2023,Pain — movement/activity,NRS in the mobile state,24 h after operation,24 h point,Other (describe),TEAS,Usual care,Group T — TEAS,Group C — control,NRS 0-10,52.0,53.0,,,,,,,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/19IZpaoI-iTQOr_XOTw-a17WTw_haz8q6/view?usp=drivesdk,p. 815; Table 7,,,,,,1,,
AUDIT-0097,V34_B1_096,Pan 2023,Pain — rest,Resting pain,Postoperative,postoperative,Other (describe),TEAS,Usual care,Group T — TEAS,Group C — control,NRS 0-10,52.0,53.0,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/19IZpaoI-iTQOr_XOTw-a17WTw_haz8q6/view?usp=drivesdk,pp. 810–816; Methods + Tables 6–7,,,,,,1,,
AUDIT-0098,V34_B1_097,Pan 2023,Pain — unspecified context,PACU highest NRS score,PACU,pacu,Other (describe),TEAS,Usual care,Group T — TEAS,Group C — control,NRS 0-10,52.0,53.0,,,,,,,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/19IZpaoI-iTQOr_XOTw-a17WTw_haz8q6/view?usp=drivesdk,p. 815; Table 6,,,,,,1,,
AUDIT-0121,V34_B1_120,Lu 2022,Pain — rest,VAS at rest,24 h after surgery,24 h point,Median/range,TEAS,Sham,TEAS,Control,VAS 0-10,47.0,47.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,p. 2874; Table 3,,,,,,1,,
AUDIT-0122,V34_B1_121,Lu 2022,Pain — cough,VAS at cough,24 h after surgery,24 h point,Median/range,TEAS,Sham,TEAS,Control,VAS 0-10,47.0,47.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,p. 2874; Table 3,,,,,,1,,
AUDIT-0123,V34_B1_122,Lu 2022,Pain — rest,VAS at rest,48 h after surgery,48h after surgery,Median/range,TEAS,Sham,TEAS,Control,VAS 0-10,47.0,47.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,p. 2874; Table 3,,,,,,1,,
AUDIT-0124,V34_B1_123,Lu 2022,Pain — cough,VAS at cough,48 h after surgery,48h after surgery,Median/range,TEAS,Sham,TEAS,Control,VAS 0-10,47.0,47.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,p. 2874; Table 3,,,,,,1,,
AUDIT-0125,V34_B1_124,Lu 2022,Pain — rest,VAS at rest,72 h after surgery,72h after surgery,Median/range,TEAS,Sham,TEAS,Control,VAS 0-10,47.0,47.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,p. 2874; Table 3,,,,,,1,,
AUDIT-0126,V34_B1_125,Lu 2022,Pain — cough,VAS at cough,72 h after surgery,72h after surgery,Median/range,TEAS,Sham,TEAS,Control,VAS 0-10,47.0,47.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,p. 2874; Table 3,,,,,,1,,
AUDIT-0140,V34_B1_139,Li 2021,Pain — unspecified context,Participants with postoperative VAS score ≥4,12 h post-OP,12h post-op,Events/total,TEAS,Sham,Group T — TEAS,Group S — sham,participants,140.0,140.0,,,,,45.0,54.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/1NvcLlsb17N6EMhtHs_L_WBnf40wsrtRz/view?usp=drivesdk,p. 215; Table 5,,-0.182322,0.16265,logRR,Uncorrected log risk ratio,1,,
AUDIT-0142,V34_B1_141,Li 2021,Pain — unspecified context,Participants with postoperative VAS score ≥4,9 am on day 1,9 am on day 1,Events/total,TEAS,Sham,Group T — TEAS,Group S — sham,participants,140.0,140.0,,,,,14.0,6.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/1NvcLlsb17N6EMhtHs_L_WBnf40wsrtRz/view?usp=drivesdk,p. 215; Table 5,,0.847298,0.473085,logRR,Uncorrected log risk ratio,1,,
AUDIT-0144,V34_B1_143,Li 2021,Pain — unspecified context,Participants with postoperative VAS score ≥4,3 pm on day 1,3 pm on day 1,Events/total,TEAS,Sham,Group T — TEAS,Group S — sham,participants,140.0,140.0,,,,,26.0,25.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/1NvcLlsb17N6EMhtHs_L_WBnf40wsrtRz/view?usp=drivesdk,p. 215; Table 5,,0.039221,0.253329,logRR,Uncorrected log risk ratio,1,,
AUDIT-0146,V34_B1_145,Li 2021,Pain — unspecified context,Participants with postoperative VAS score ≥4,9 am on day 2,9 am on day 2,Events/total,TEAS,Sham,Group T — TEAS,Group S — sham,participants,140.0,140.0,,,,,4.0,0.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/1NvcLlsb17N6EMhtHs_L_WBnf40wsrtRz/view?usp=drivesdk,p. 215; Table 5,,2.197225,1.485947,logRR,0.5 added to all four cells,1,,
AUDIT-0148,V34_B1_147,Li 2021,Pain — unspecified context,Participants with postoperative VAS score ≥4,3 pm on day 2,3 pm on day 2,Events/total,TEAS,Sham,Group T — TEAS,Group S — sham,participants,140.0,140.0,,,,,7.0,7.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Unstated,https://drive.google.com/file/d/1NvcLlsb17N6EMhtHs_L_WBnf40wsrtRz/view?usp=drivesdk,p. 215; Table 5,,0.0,0.520988,logRR,Uncorrected log risk ratio,1,,
AUDIT-0151,V34_B2_001,Gu 2019,Pain — unspecified context,VAS pain intensity,4 h,4h,Mean/SD,TEAS,Sham,Long-duration TEAS (L-TEAS),Placebo/no-current TEAS (C-TEAS),VAS 0-10,58.0,59.0,2.79,0.48,3.41,0.62,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1NCXaZLL5HOq_1vsb7FT_TPpikBkG_BLo/view?usp=drivesdk,p. 15 (results text); Fig. 3 on p. 14; Results §3.2 + Figure 3,,-0.62,0.102409,MD,Native MD; no pooled interpretation without compatible model.,1,-1.109735,0.198629
AUDIT-0152,V34_B2_002,Gu 2019,Pain — unspecified context,VAS pain intensity,8 h,8h,Mean/SD,TEAS,Sham,Long-duration TEAS (L-TEAS),Placebo/no-current TEAS (C-TEAS),VAS 0-10,58.0,59.0,2.65,0.42,3.17,0.49,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1NCXaZLL5HOq_1vsb7FT_TPpikBkG_BLo/view?usp=drivesdk,p. 15 (results text); Fig. 3 on p. 14; Results §3.2 + Figure 3,,-0.52,0.084326,MD,Native MD; no pooled interpretation without compatible model.,1,-1.131291,0.199148
AUDIT-0153,V34_B2_003,Gu 2019,Pain — unspecified context,VAS pain intensity,16 h,16h,Graph only,TEAS,Sham,Long-duration TEAS (L-TEAS),Placebo/no-current TEAS (C-TEAS),VAS 0-10,58.0,59.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1NCXaZLL5HOq_1vsb7FT_TPpikBkG_BLo/view?usp=drivesdk,p. 14; Figure 3,,,,,,1,,
AUDIT-0154,V34_B2_004,Gu 2019,Pain — unspecified context,VAS pain intensity,36 h,36h,Graph only,TEAS,Sham,Long-duration TEAS (L-TEAS),Placebo/no-current TEAS (C-TEAS),VAS 0-10,58.0,59.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1NCXaZLL5HOq_1vsb7FT_TPpikBkG_BLo/view?usp=drivesdk,p. 14; Figure 3,,,,,,1,,
AUDIT-0161,V34_B2_011,Huang 2025,Pain — unspecified context,VAS pain score,24 h,24 h point,Median/range,EA,Usual care,Postoperative EA + ERAS,ERAS/standard care,VAS 0-10,43.0,45.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1Pds-8nLj18yvRm3C7eQHq5fZ8rRhecQ0/view?usp=drivesdk,p. 2749; Table 4,,,,,,1,,
AUDIT-0162,V34_B2_012,Huang 2025,Pain — unspecified context,VAS pain score,48 h,48h,Median/range,EA,Usual care,Postoperative EA + ERAS,ERAS/standard care,VAS 0-10,43.0,45.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1Pds-8nLj18yvRm3C7eQHq5fZ8rRhecQ0/view?usp=drivesdk,p. 2749; Table 4,,,,,,1,,
AUDIT-0163,V34_B2_013,Huang 2025,Pain — unspecified context,VAS pain score,72 h,72h,Median/range,EA,Usual care,Postoperative EA + ERAS,ERAS/standard care,VAS 0-10,43.0,45.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1Pds-8nLj18yvRm3C7eQHq5fZ8rRhecQ0/view?usp=drivesdk,p. 2749; Table 4,,,,,,1,,
AUDIT-0174,V34_B2_024,Gao 2021,Pain — unspecified context,Abdominal pain score,Postoperative 72 h,postoperative 72h,Mean/SD,TEAS,Sham,Postoperative TEAS,Sham/no-current TEAS,Score; scale not defined in main article,303.0,307.0,1.4,1.4,1.3,1.5,,,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat; all randomized patients,https://drive.google.com/file/d/1aTzgCVSlV5gorGxB7ENHTVh6pCgVW-3a/view?usp=drivesdk,p. 1623; Table III,,,,,,1,,
AUDIT-0179,V34_B2_029,Jiang 2026,Pain — unspecified context,NRS pain score,"AMBIGUOUS — single summary; Methods planned 6 h, 24 h and 48 h",AMBIGUOUS,Median/IQR,TEAS,Sham,Perioperative TEAS,Sham/no-current TEAS,NRS 0-10,294.0,293.0,,,,,,,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,Per-protocol for secondary outcomes,https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,PDF p. 3; Results §3.3,,,,,,1,,
AUDIT-0189,V34_B2_039,Wang 2023,Pain — rest,Rest pain VAS,24 h,24 h point,Graph only,TEAS,Sham,Nighttime TEAS,Sham/no-current TEAS,VAS 0-10,40.0,43.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis after protocol breaches,https://drive.google.com/file/d/177A4aH42GD90DhsvvtD-VOBSChBBpIWL/view?usp=drivesdk,p. 714; Figure 4a,,,,,,1,,
AUDIT-0190,V34_B2_040,Wang 2023,Pain — rest,Rest pain VAS,48 h,48h,Graph only,TEAS,Sham,Nighttime TEAS,Sham/no-current TEAS,VAS 0-10,40.0,43.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis after protocol breaches,https://drive.google.com/file/d/177A4aH42GD90DhsvvtD-VOBSChBBpIWL/view?usp=drivesdk,p. 714; Figure 4a,,,,,,1,,
AUDIT-0191,V34_B2_041,Wang 2023,Pain — rest,Rest pain VAS,72 h,72h,Graph only,TEAS,Sham,Nighttime TEAS,Sham/no-current TEAS,VAS 0-10,40.0,43.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis after protocol breaches,https://drive.google.com/file/d/177A4aH42GD90DhsvvtD-VOBSChBBpIWL/view?usp=drivesdk,p. 714; Figure 4a,,,,,,1,,
AUDIT-0192,V34_B2_042,Wang 2023,Pain — movement/activity,Activity pain VAS,48 h,48h,Graph only,TEAS,Sham,Nighttime TEAS,Sham/no-current TEAS,VAS 0-10,40.0,43.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis after protocol breaches,https://drive.google.com/file/d/177A4aH42GD90DhsvvtD-VOBSChBBpIWL/view?usp=drivesdk,p. 714; Figure 4b,,,,,,1,,
AUDIT-0193,V34_B2_043,Wang 2023,Pain — movement/activity,Activity pain VAS,72 h,72h,Graph only,TEAS,Sham,Nighttime TEAS,Sham/no-current TEAS,VAS 0-10,40.0,43.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis after protocol breaches,https://drive.google.com/file/d/177A4aH42GD90DhsvvtD-VOBSChBBpIWL/view?usp=drivesdk,p. 714; Figure 4b,,,,,,1,,
AUDIT-0206,V34_B3_008,Tu 2024,Pain — unspecified context,VAS pain intensity,0–2 h after craniotomy,0-2h after craniotomy,Median/IQR,TEAS,Sham,Postoperative TEAS at bilateral P6,Sham TEAS / no current at bilateral P6,VAS 0–10,57.0,58.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis (115 analyzed),https://drive.google.com/file/d/1xQ9SbXVZblphUrb0-T9xpnAXk-_z5nBX/view?usp=drivesdk,PDF p. 4; Table 5,,,,,,1,,
AUDIT-0207,V34_B3_009,Tu 2024,Pain — unspecified context,VAS pain intensity,2–6 h after craniotomy,2-6h after craniotomy,Median/IQR,TEAS,Sham,Postoperative TEAS at bilateral P6,Sham TEAS / no current at bilateral P6,VAS 0–10,57.0,58.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis (115 analyzed),https://drive.google.com/file/d/1xQ9SbXVZblphUrb0-T9xpnAXk-_z5nBX/view?usp=drivesdk,PDF p. 4; Table 5,,,,,,1,,
AUDIT-0209,V34_B3_011,Sun 2017,Pain — rest,Resting VAS,1 h,1h,Graph only,TEAS,Sham,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),VAS 0–10,91.0,90.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:343–344; Figure 2,,,,,,1,,
AUDIT-0210,V34_B3_012,Sun 2017,Pain — rest,Resting VAS,6 h,6h,Graph only,TEAS,Sham,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),VAS 0–10,91.0,90.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:343–344; Figure 2,,,,,,1,,
AUDIT-0211,V34_B3_013,Sun 2017,Pain — rest,Resting VAS,24 h,24 h point,Graph only,TEAS,Sham,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),VAS 0–10,91.0,90.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:343–344; Figure 2,,,,,,1,,
AUDIT-0212,V34_B3_014,Sun 2017,Pain — rest,Resting VAS,48 h,48h,Graph only,TEAS,Sham,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),VAS 0–10,91.0,90.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:343–344; Figure 2,,,,,,1,,
AUDIT-0213,V34_B3_015,Sun 2017,Pain — cough,Activity-evoked VAS during coughing,1 h,1h,Graph only,TEAS,Sham,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),VAS 0–10,91.0,90.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:343–344; Figure 2,,,,,,1,,
AUDIT-0214,V34_B3_016,Sun 2017,Pain — cough,Activity-evoked VAS during coughing,6 h,6h,Graph only,TEAS,Sham,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),VAS 0–10,91.0,90.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:343–344; Figure 2,,,,,,1,,
AUDIT-0215,V34_B3_017,Sun 2017,Pain — cough,Activity-evoked VAS during coughing,48 h,48h,Graph only,TEAS,Sham,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),VAS 0–10,91.0,90.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:343–344; Figure 2,,,,,,1,,
AUDIT-0216,V34_B3_018,Sun 2017,Pain — rest,Resting VAS,1 h,1h,Graph only,TEAS,Sham,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),VAS 0–10,91.0,90.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:343–344; Figure 2,,,,,,1,,
AUDIT-0217,V34_B3_019,Sun 2017,Pain — rest,Resting VAS,6 h,6h,Graph only,TEAS,Sham,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),VAS 0–10,91.0,90.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:343–344; Figure 2,,,,,,1,,
AUDIT-0218,V34_B3_020,Sun 2017,Pain — rest,Resting VAS,24 h,24 h point,Graph only,TEAS,Sham,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),VAS 0–10,91.0,90.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:343–344; Figure 2,,,,,,1,,
AUDIT-0219,V34_B3_021,Sun 2017,Pain — rest,Resting VAS,48 h,48h,Graph only,TEAS,Sham,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),VAS 0–10,91.0,90.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:343–344; Figure 2,,,,,,1,,
AUDIT-0220,V34_B3_022,Sun 2017,Pain — cough,Activity-evoked VAS during coughing,1 h,1h,Graph only,TEAS,Sham,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),VAS 0–10,91.0,90.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:343–344; Figure 2,,,,,,1,,
