record_id,comparison_id,study,endpoint_family,outcome,window,time_class,statistic_type,modality,comparator_type,intervention,comparator,unit,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,eligibility,reason,rob2,analysis_population,source,source_location,selected_model,effect,se,measure,effect_note,scale_factor,hedges_g,hedges_se
V33-OD-0300,OZT19_TAES_vs_TENS_TRAM24,Oztas 2019,Postoperative opioid dose (native window/unit),Cumulative IV PCA tramadol HCl consumption,0-24 h,0-24h,Mean/SD,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",Incision-periphery TENS (2–100 Hz; max 12 mA; 30 min ×6),mg tramadol,15,16,228.4,87.89,257.68,65.55,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Table 4 / Tramadol HCl (0–24 h),,-29.28,27.991552,MD,Native MD; no pooled interpretation without compatible model.,1,-0.369635,0.362451
V33-OD-0301,OZT19_TAES_vs_CTRL_TRAM48,Oztas 2019,Postoperative opioid dose (native window/unit),Cumulative IV PCA tramadol HCl consumption,24-48 h,24-48h,Mean/SD,MODALITY_REVIEW_REQUIRED,Usual care,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,mg tramadol,15,16,164.46,61.31,265.65,96.71,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Table 4 / Tramadol HCl (24–48 h),,-101.19,28.898891,MD,Native MD; no pooled interpretation without compatible model.,1,-1.20829,0.390787
V33-OD-0302,OZT19_TAES_vs_TENS_TRAM48,Oztas 2019,Postoperative opioid dose (native window/unit),Cumulative IV PCA tramadol HCl consumption,24-48 h,24-48h,Mean/SD,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",Incision-periphery TENS (2–100 Hz; max 12 mA; 30 min ×6),mg tramadol,15,16,164.46,61.31,195.5,71.74,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Table 4 / Tramadol HCl (24–48 h),,-31.04,23.921928,MD,Native MD; no pooled interpretation without compatible model.,1,-0.451817,0.363949
V33-OD-0350,SZMIT21_TEAS_vs_SHAM_MORPH24,Szmit 2021,Postoperative opioid dose (native window/unit),Total IV PCA morphine dose,0–24 h postoperative,cumulative 0–24 h (locked primary source adjudication),Mean/SD,TEAS,Sham,Postoperative TEAS: bilateral LI4 + ipsilateral peri-incisional ashi points; alternating 2/100 Hz; 30 min every 2 h through 24 h,Sham TEAS: identical devices/placement with no electrical stimulation + PCA,mg IV morphine,24,24,7.5,3.8,15.2,6.24,,,INCLUDE,Locked strict primary result; prespecified source adjudication and conversions retained.,EXISTING_LOCKED_PRIMARY: Some concerns,,https://drive.google.com/file/d/1SbgHRO4KEP9X0Unz75vDMFCvlkDTEgk3/view?usp=drivesdk,Table 2 / primary outcome,,-7.7,1.491331,MD,Native MD; no pooled interpretation without compatible model.,1,-1.466046,0.325149
V33-OD-0351,SZMIT21_TEAS_vs_CTRL_MORPH24,Szmit 2021,Postoperative opioid dose (native window/unit),Total IV PCA morphine dose,0–24 h postoperative,0-24h postoperative,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Postoperative TEAS: bilateral LI4 + ipsilateral peri-incisional ashi points; alternating 2/100 Hz; 30 min every 2 h through 24 h,PCA only / no TEAS,mg IV morphine,24,23,7.5,3.8,15.5,6.1,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1SbgHRO4KEP9X0Unz75vDMFCvlkDTEgk3/view?usp=drivesdk,Table 2 / primary outcome,,-8.0,1.489796,MD,Native MD; no pooled interpretation without compatible model.,1,-1.55549,0.332994
V33-OD-0356,ZHANG18_TEA_vs_SHAM_OPIOID24,Zhang 2018,Postoperative opioid dose (native window/unit),Exact cumulative postoperative opioid consumption,0–24 h,0-24h,Not reported,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative needleless TEA at bilateral ST36 and PC6; 25 Hz, 0.5-ms pulse width, 2–10 mA; 1 h twice daily on POD1–3",Active electrical stimulation at non-acupoints with the same stimulation method,opioid dose,21,21,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1ZcLvQiw1bigHUYQTjwWPa8f1D2UrkAwl/view?usp=drivesdk,Methods/results,,,,,,1,,
AUDIT-0272,V34_B3_074,Sim 2002,Postoperative opioid dose (native window/unit),Drowsiness,0–24 h,0-24h,Published percentage,EA,Sham,Preoperative EA (Group II),Placebo EA (Group I),percent,30.0,30.0,,,,,,,NARRATIVE ONLY,Printed percentage/CI retained; event counts not reverse-engineered.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60–61; Table 2,,,,,,1,,
AUDIT-0273,V34_B3_075,Sim 2002,Postoperative opioid dose (native window/unit),Drowsiness,0–24 h,0-24h,Published percentage,EA,Sham,Postoperative EA (Group III),Placebo EA (Group I),percent,30.0,30.0,,,,,,,NARRATIVE ONLY,Printed percentage/CI retained; event counts not reverse-engineered.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60–61; Table 2,,,,,,1,,
AUDIT-0274,V34_B3_076,Sim 2002,Postoperative opioid dose (native window/unit),Pruritus,0–24 h,0-24h,Published percentage,EA,Sham,Preoperative EA (Group II),Placebo EA (Group I),percent,30.0,30.0,,,,,,,NARRATIVE ONLY,Printed percentage/CI retained; event counts not reverse-engineered.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60–61; Table 2,,,,,,1,,
AUDIT-0275,V34_B3_077,Sim 2002,Postoperative opioid dose (native window/unit),Pruritus,0–24 h,0-24h,Published percentage,EA,Sham,Postoperative EA (Group III),Placebo EA (Group I),percent,30.0,30.0,,,,,,,NARRATIVE ONLY,Printed percentage/CI retained; event counts not reverse-engineered.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60–61; Table 2,,,,,,1,,
AUDIT-0276,V34_B3_078,Sim 2002,Postoperative opioid dose (native window/unit),Postoperative IV PCA morphine in interval,0–6 h,0-6h,Graph only,EA,Sham,Preoperative EA (Group II),Placebo EA (Group I),mg/kg,30.0,30.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60; Figure 3,,,,,,1,,
AUDIT-0277,V34_B3_079,Sim 2002,Postoperative opioid dose (native window/unit),Postoperative IV PCA morphine in interval,12–18 h,12-18h,Graph only,EA,Sham,Preoperative EA (Group II),Placebo EA (Group I),mg/kg,30.0,30.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60; Figure 3,,,,,,1,,
AUDIT-0278,V34_B3_080,Sim 2002,Postoperative opioid dose (native window/unit),Postoperative IV PCA morphine in interval,18–24 h,18-24h,Graph only,EA,Sham,Preoperative EA (Group II),Placebo EA (Group I),mg/kg,30.0,30.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60; Figure 3,,,,,,1,,
AUDIT-0279,V34_B3_081,Sim 2002,Postoperative opioid dose (native window/unit),Postoperative IV PCA morphine in interval,0–6 h,0-6h,Graph only,EA,Sham,Postoperative EA (Group III),Placebo EA (Group I),mg/kg,30.0,30.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60; Figure 3,,,,,,1,,
AUDIT-0280,V34_B3_082,Sim 2002,Postoperative opioid dose (native window/unit),Postoperative IV PCA morphine in interval,12–18 h,12-18h,Graph only,EA,Sham,Postoperative EA (Group III),Placebo EA (Group I),mg/kg,30.0,30.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60; Figure 3,,,,,,1,,
AUDIT-0281,V34_B3_083,Sim 2002,Postoperative opioid dose (native window/unit),Postoperative IV PCA morphine in interval,18–24 h,18-24h,Graph only,EA,Sham,Postoperative EA (Group III),Placebo EA (Group I),mg/kg,30.0,30.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60; Figure 3,,,,,,1,,
AUDIT-0318,V34_B3_120,Sim 2002,Postoperative opioid dose (native window/unit),Postoperative IV PCA morphine in interval,6–12 h,6-12h,Median/IQR width as printed,EA,Sham,Postoperative EA (Group III),Placebo EA (Group I),mg/kg,30.0,30.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60; Results text + Figure 3,,,,,,1,,
