record_id,comparison_id,study,endpoint_family,outcome,window,time_class,statistic_type,modality,comparator_type,intervention,comparator,unit,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,eligibility,reason,rob2,analysis_population,source,source_location,selected_model,effect,se,measure,effect_note,scale_factor,hedges_g,hedges_se,not_pooled_reason
V33-OD-0312,OZT19_TAES_vs_TENS_PAIN2H,Oztas 2019,Pain — rest,Resting postoperative pain after stimulation,2 h after surgery / after intervention,2h after surgery / after intervention,Mean/SD,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",Incision-periphery TENS (2–100 Hz; max 12 mA; 30 min ×6),VAS (methods state 1–10; tables include 0),15,16,3.67,1.44,4.75,1.57,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Table 3 / after-implementation pain at 2 h,,-1.08,0.540644,MD,Native MD; no pooled interpretation without compatible model.,1,-0.697201,0.370144,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0313,OZT19_TAES_vs_CTRL_PAIN18H,Oztas 2019,Pain — rest,Resting postoperative pain after stimulation,18 h after surgery / after intervention,18h after surgery / after intervention,Mean/SD,MODALITY_REVIEW_REQUIRED,Usual care,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,VAS (methods state 1–10; tables include 0),15,16,2.67,1.23,5.81,2.31,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Table 3 / after-implementation pain at 18 h,,-3.14,0.659065,MD,Native MD; no pooled interpretation without compatible model.,1,-1.636859,0.415188,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0314,OZT19_TAES_vs_TENS_PAIN18H,Oztas 2019,Pain — rest,Resting postoperative pain after stimulation,18 h after surgery / after intervention,18h after surgery / after intervention,Mean/SD,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",Incision-periphery TENS (2–100 Hz; max 12 mA; 30 min ×6),VAS (methods state 1–10; tables include 0),15,16,2.67,1.23,2.19,1.27,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Table 3 / after-implementation pain at 18 h,,0.48,0.449073,MD,Native MD; no pooled interpretation without compatible model.,1,0.373729,0.362518,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0315,OZT19_TAES_vs_CTRL_PAIN22H,Oztas 2019,Pain — rest,Resting postoperative pain after stimulation,22 h after surgery / after intervention,22h after surgery / after intervention,Mean/SD,MODALITY_REVIEW_REQUIRED,Usual care,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,VAS (methods state 1–10; tables include 0),15,16,3,1.3,4.88,1.78,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Table 3 / after-implementation pain at 22 h,,-1.88,0.557397,MD,Native MD; no pooled interpretation without compatible model.,1,-1.168637,0.388837,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0316,OZT19_TAES_vs_TENS_PAIN22H,Oztas 2019,Pain — rest,Resting postoperative pain after stimulation,22 h after surgery / after intervention,22h after surgery / after intervention,Mean/SD,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",Incision-periphery TENS (2–100 Hz; max 12 mA; 30 min ×6),VAS (methods state 1–10; tables include 0),15,16,3,1.3,2.19,1.22,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Table 3 / after-implementation pain at 22 h,,0.81,0.453532,MD,Native MD; no pooled interpretation without compatible model.,1,0.626457,0.368098,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0317,OZT19_TAES_vs_CTRL_PAIN42H,Oztas 2019,Pain — rest,Resting postoperative pain after stimulation,42 h after surgery / after intervention,42h after surgery / after intervention,Mean/SD,MODALITY_REVIEW_REQUIRED,Usual care,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,VAS (methods state 1–10; tables include 0),15,16,2.27,1.28,4.19,1.6,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Table 3 / after-implementation pain at 42 h,,-1.92,0.518871,MD,Native MD; no pooled interpretation without compatible model.,1,-1.285751,0.394754,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0318,OZT19_TAES_vs_TENS_PAIN42H,Oztas 2019,Pain — rest,Resting postoperative pain after stimulation,42 h after surgery / after intervention,42h after surgery / after intervention,Mean/SD,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",Incision-periphery TENS (2–100 Hz; max 12 mA; 30 min ×6),VAS (methods state 1–10; tables include 0),15,16,2.27,1.28,1.56,1.15,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Table 3 / after-implementation pain at 42 h,,0.71,0.438044,MD,Native MD; no pooled interpretation without compatible model.,1,0.569354,0.366599,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0319,OZT19_TAES_vs_CTRL_PAIN46H,Oztas 2019,Pain — rest,Resting postoperative pain after stimulation,46 h after surgery / after intervention,46h after surgery / after intervention,Mean/SD,MODALITY_REVIEW_REQUIRED,Usual care,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,VAS (methods state 1–10; tables include 0),15,16,2.33,0.81,4,1.46,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Table 3 / after-implementation pain at 46 h,,-1.67,0.420672,MD,Native MD; no pooled interpretation without compatible model.,1,-1.365215,0.399034,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0320,OZT19_TAES_vs_TENS_PAIN46H,Oztas 2019,Pain — rest,Resting postoperative pain after stimulation,46 h after surgery / after intervention,46h after surgery / after intervention,Mean/SD,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",Incision-periphery TENS (2–100 Hz; max 12 mA; 30 min ×6),VAS (methods state 1–10; tables include 0),15,16,2.33,0.81,1.75,0.85,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Table 3 / after-implementation pain at 46 h,,0.58,0.298155,MD,Native MD; no pooled interpretation without compatible model.,1,0.679804,0.369622,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0321,OZT19_TAES_vs_CTRL_NAUSEA24,Oztas 2019,Nausea severity,Nausea severity,0-24 h,0-24h,Qualitative / exact group values unavailable,MODALITY_REVIEW_REQUIRED,Usual care,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,VAS 1-10,15,16,,,,,,,HOLD,Nonstandard or incomplete statistic; no inferred quantities.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Results / postoperative 0–6 and 6–24 h nausea statement,,,,,,1,,,Nonstandard or incomplete statistic; no inferred quantities.
V33-OD-0322,OZT19_TAES_vs_CTRL_VOMIT24,Oztas 2019,Vomiting,Vomiting occurrence,0-24 h,0-24h,Qualitative / exact group values unavailable,MODALITY_REVIEW_REQUIRED,Usual care,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,events/participants,15,16,,,,,,,HOLD,Nonstandard or incomplete statistic; no inferred quantities.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Results / postoperative 0–6 and 6–24 h vomiting statement,,,,,,1,,,Nonstandard or incomplete statistic; no inferred quantities.
V33-OD-0323,OZT19_TAES_vs_CTRL_TOTALOP24,Oztas 2019,Rescue opioid frequency / dose (native unit),Complete combined postoperative opioid exposure (tramadol + rescue pethidine),0-24 h,0-24h,Not calculable,MODALITY_REVIEW_REQUIRED,Usual care,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,MME / combined opioid dose,15,16,,,,,,,HOLD,Nonstandard or incomplete statistic; no inferred quantities.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1Zb2RyfK6pYLEOMyE6TOLMt9I0nxZYoYe/view?usp=drivesdk,Table 4 / tramadol + pethidine 0–24 h,,,,,,1,,,Nonstandard or incomplete statistic; no inferred quantities.
V33-OD-0325,SONG20_TEAS_vs_SHAM_PAIN2H,Song 2020,Pain — unspecified context,Postoperative VAS pain score,2 h after surgery,2h after surgery,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,VAS 0-10,42,43,4.74,1.5,5.77,1.2,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 3,,-1.03,0.295059,MD,Native MD; no pooled interpretation without compatible model.,1,-0.752419,0.22449,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0326,SONG20_TEAS_vs_SHAM_PAIN4H,Song 2020,Pain — unspecified context,Postoperative VAS pain score,4 h after surgery,4h after surgery,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,VAS 0-10,42,43,3.93,1.3,5.02,1.2,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 3,,-1.09,0.271526,MD,Native MD; no pooled interpretation without compatible model.,1,-0.863822,0.226836,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0327,SONG20_TEAS_vs_SHAM_PAIN6H,Song 2020,Pain — unspecified context,Postoperative VAS pain score,6 h after surgery,6h after surgery,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,VAS 0-10,42,43,3.69,1.1,4.33,1,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 3,,-0.64,0.228178,MD,Native MD; no pooled interpretation without compatible model.,1,-0.603661,0.221831,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0328,SONG20_TEAS_vs_SHAM_PAIN24H,Song 2020,Pain — unspecified context,Postoperative VAS pain score,24 h after surgery,24 h point,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,VAS 0-10,42,43,2.76,1.1,3.23,1.1,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 3,,-0.47,0.23864,MD,Native MD; no pooled interpretation without compatible model.,1,-0.4234,0.219362,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0329,SONG20_TEAS_vs_SHAM_PCAPRESS24,Song 2020,PCA/PCIA button presses,PCA pump press number,0-24 h,0-24h,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,pump presses,42,43,30.12,4.3,36.91,2.4,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 3,,-6.79,0.757754,MD,Native MD; no pooled interpretation without compatible model.,1,-1.938441,0.262999,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0330,SONG20_TEAS_vs_SHAM_BUTORPCA24_DERIVED,Song 2020,PCA/PCIA button presses,Nominal butorphanol PCA bolus component derived from reported pump presses,0-24 h,0-24h,Derived mean/SD (linear from press count),TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,mg butorphanol,42,43,2.4096,0.344,2.9528,0.192,,,HOLD,Nonstandard or incomplete statistic; no inferred quantities.,EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,PCA formulation in Methods + Table 3 press counts,,,,,,1,,,Nonstandard or incomplete statistic; no inferred quantities.
V33-OD-0331,SONG20_TEAS_vs_SHAM_PONV24,Song 2020,PONV composite,Nausea and vomiting adverse event,0-24 h,0-24h,Events/total,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,participants with nausea/vomiting,42,43,,,,,3,10,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 3,,-1.180442,0.621505,logRR,Uncorrected log risk ratio,1,,,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0332,SONG20_TEAS_vs_SHAM_DIZZY24,Song 2020,Other adverse events,Dizziness,0-24 h,0-24h,Events/total,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,participants with dizziness,42,43,,,,,3,12,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 3,,-1.362764,0.607948,logRR,Uncorrected log risk ratio,1,,,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0333,SONG20_TEAS_vs_SHAM_RESPDEP24,Song 2020,Other adverse events,Respiratory depression,0-24 h,0-24h,Events/total,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,participants with respiratory depression,42,43,,,,,0,0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 3,,,,logRR,Double-zero: retained as safety evidence; no logRR estimated.,1,,,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0334,SONG20_TEAS_vs_SHAM_BRADY24,Song 2020,Other adverse events,Bradycardia,0-24 h,0-24h,Events/total,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,participants with bradycardia,42,43,,,,,2,4,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 3,,-0.669617,0.838412,logRR,Uncorrected log risk ratio,1,,,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0335,SONG20_TEAS_vs_SHAM_SLEEPEFFICIENCY_PREOP1,Song 2020,Sleep quality,Sleep efficiency,First night before surgery after preoperative stimulation,first night before surgery after preoperative stimulation,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,%,42,43,87.78,3.6,84.71,3.5,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,3.07,0.77036,MD,Native MD; no pooled interpretation without compatible model.,1,0.857011,0.226684,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0336,SONG20_TEAS_vs_SHAM_AIS_PREOP1,Song 2020,Sleep quality,AIS score,First night before surgery after preoperative stimulation,first night before surgery after preoperative stimulation,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,AIS points,42,43,2,0.6,2.33,0.7,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,-0.33,0.141304,MD,Native MD; no pooled interpretation without compatible model.,1,-0.501147,0.220324,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0337,SONG20_TEAS_vs_SHAM_REMSLEEP_PREOP1,Song 2020,Sleep quality,REM sleep,First night before surgery after preoperative stimulation,first night before surgery after preoperative stimulation,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,%,42,43,25.13,2.3,23.92,2,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,1.21,0.467948,MD,Native MD; no pooled interpretation without compatible model.,1,0.556803,0.221109,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0338,SONG20_TEAS_vs_SHAM_STABLESLEEP_PREOP1,Song 2020,Sleep quality,Stable sleep,First night before surgery after preoperative stimulation,first night before surgery after preoperative stimulation,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,%,42,43,36,2.9,34.46,3,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,1.54,0.639953,MD,Native MD; no pooled interpretation without compatible model.,1,0.517123,0.220541,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0339,SONG20_TEAS_vs_SHAM_UNSTABLESLEEP_PREOP1,Song 2020,Sleep quality,Unstable sleep,First night before surgery after preoperative stimulation,first night before surgery after preoperative stimulation,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,%,42,43,43.41,3.4,40.67,2.7,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,2.74,0.666913,MD,Native MD; no pooled interpretation without compatible model.,1,0.885624,0.22733,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0340,SONG20_TEAS_vs_SHAM_SLEEPEFFICIENCY_POD1,Song 2020,Sleep quality,Sleep efficiency,First postoperative night,first postoperative night,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,%,42,43,76.63,2.9,70.35,2.5,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,6.28,0.587866,MD,Native MD; no pooled interpretation without compatible model.,1,2.300591,0.279641,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0341,SONG20_TEAS_vs_SHAM_AIS_POD1,Song 2020,Sleep quality,AIS score,First postoperative night,first postoperative night,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,AIS points,42,43,4.14,0.8,5.44,0.6,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,-1.3,0.153656,MD,Native MD; no pooled interpretation without compatible model.,1,-1.824895,0.258176,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
