audit_row,study,v33_study_rows_compared,closest_v33_rows,disposition,match_v33_row,rationale
331,Wang 2024,9,93;91;92,NOT_REPORTED_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
332,Zheng 2025,4,36;34;33,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
333,Zheng 2025,4,36;33;34,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
334,Zheng 2025,4,36;34;33,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
335,Zheng 2025,4,36;33;34,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
336,Zheng 2025,4,36;33;34,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
337,Zheng 2025,4,33;36;34,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
338,Zheng 2025,4,33;36;34,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
339,Zheng 2025,4,36;33;34,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
340,Zheng 2025,4,35;34;36,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
341,Zheng 2025,4,33;35;34,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
342,Zheng 2025,4,33;35;34,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
343,Zheng 2025,4,33;35;34,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
344,Zheng 2025,4,36;33;34,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
345,Zheng 2025,4,36;34;35,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
346,Zheng 2025,4,33;35;36,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
347,Zheng 2025,4,33;36;35,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
348,Zheng 2025,4,33;36;35,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
349,Zheng 2025,4,33;36;35,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
350,Zheng 2025,4,35;36;34,NOT_ANALYSIS_ELIGIBLE,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
351,Zheng 2025,4,33;36;35,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
352,Zheng 2025,4,33;36;35,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
353,Zheng 2025,4,33;36;35,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
354,Zheng 2025,4,36;34;35,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
355,Zheng 2025,4,36;33;34,GRAPH_ONLY_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
356,Zheng 2025,4,36;34;35,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
357,Zheng 2025,4,35;36;34,NOT_REPORTED_ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
358,Yu 2020,4,9;368;366,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
359,Yu 2020,4,366;367;368,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
360,Yu 2020,4,366;367;368,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
361,Yu 2020,4,9;367;366,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
362,Yu 2020,4,9;368;366,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
363,Liang 2021,8,183;181;182,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
364,Liang 2021,8,183;181;182,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
365,Liang 2021,8,179;180;381,AMBIGUOUS_HOLD,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
366,Liang 2021,8,179;383;183,AMBIGUOUS_HOLD,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
367,Liang 2021,8,180;381;382,AMBIGUOUS_HOLD,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
368,Liang 2021,8,180;383;183,AMBIGUOUS_HOLD,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
369,Liang 2021,8,381;382;181,AMBIGUOUS_HOLD,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
370,Liang 2021,8,383;183;381,AMBIGUOUS_HOLD,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
371,Liang 2021,8,382;381;182,AMBIGUOUS_HOLD,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
372,Liang 2021,8,383;183;382,AMBIGUOUS_HOLD,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
373,Liang 2021,8,180;381;382,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
374,Liang 2021,8,381;382;181,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
375,Liang 2021,8,382;381;182,ADDED,,"Study-level review: distinct result, time window, arm, distribution or source-unavailability record; raw source preserved. Closest text matches are candidates, not automatic merges."
