assessment_id,result_id,study,question_id,short_question,answer,justification,final_domain_judgment,judgment_basis,source_text,source_pdf,result_location,reviewer,review_date
V38-V33-OD-0129,V33-OD-0129,Lu 2021,4.1,Measurement method inappropriate?,PN,Objective intraoperative dose recorded by masked anaesthesia team; each active arm linked separately.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,Table 3 / intraoperative remifentanil,AI assistant under user delegation,2026-09-20
V38-V33-OD-0129,V33-OD-0129,Lu 2021,4.2,Measurement differs between arms?,PN,Objective intraoperative dose recorded by masked anaesthesia team; each active arm linked separately.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,Table 3 / intraoperative remifentanil,AI assistant under user delegation,2026-09-20
V38-V33-OD-0129,V33-OD-0129,Lu 2021,4.3,Outcome assessor aware?,PN,Objective intraoperative dose recorded by masked anaesthesia team; each active arm linked separately.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,Table 3 / intraoperative remifentanil,AI assistant under user delegation,2026-09-20
V38-V33-OD-0129,V33-OD-0129,Lu 2021,4.4,Awareness could influence measurement?,NA,Objective intraoperative dose recorded by masked anaesthesia team; each active arm linked separately.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,Table 3 / intraoperative remifentanil,AI assistant under user delegation,2026-09-20
V38-V33-OD-0129,V33-OD-0129,Lu 2021,4.5,Influence likely?,NA,Objective intraoperative dose recorded by masked anaesthesia team; each active arm linked separately.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,Table 3 / intraoperative remifentanil,AI assistant under user delegation,2026-09-20
V38-V33-OD-0129,V33-OD-0129,Lu 2021,5.1,Prospective analysis plan verified?,NI,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,Table 3 / intraoperative remifentanil,AI assistant under user delegation,2026-09-20
V38-V33-OD-0129,V33-OD-0129,Lu 2021,5.2,Result selected from multiple measurements?,PN,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,Table 3 / intraoperative remifentanil,AI assistant under user delegation,2026-09-20
V38-V33-OD-0129,V33-OD-0129,Lu 2021,5.3,Result selected from multiple analyses?,PN,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,Table 3 / intraoperative remifentanil,AI assistant under user delegation,2026-09-20
V38-V33-OD-0130,V33-OD-0130,Lu 2021,1.1,Random sequence?,Y,Central web block randomization in multicentre trial.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0130,V33-OD-0130,Lu 2021,1.2,Concealed allocation?,PY,Central web block randomization in multicentre trial.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0130,V33-OD-0130,Lu 2021,1.3,Baseline pattern suggests randomization failure?,PN,Central web block randomization in multicentre trial.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0130,V33-OD-0130,Lu 2021,2.1,Participant aware?,PY,Patients not fully masked; potential differential care/reporting; clinician dosing assessed separately.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0130,V33-OD-0130,Lu 2021,2.2,Care personnel aware?,PY,Patients not fully masked; potential differential care/reporting; clinician dosing assessed separately.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0130,V33-OD-0130,Lu 2021,2.3,Trial-context deviations?,NI,Patients not fully masked; potential differential care/reporting; clinician dosing assessed separately.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0130,V33-OD-0130,Lu 2021,2.4,Deviations affect outcome?,NI,Patients not fully masked; potential differential care/reporting; clinician dosing assessed separately.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0130,V33-OD-0130,Lu 2021,2.5,Deviations balanced?,NI,Patients not fully masked; potential differential care/reporting; clinician dosing assessed separately.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0130,V33-OD-0130,Lu 2021,2.6,Assignment-effect analysis appropriate?,PY,Patients not fully masked; potential differential care/reporting; clinician dosing assessed separately.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0130,V33-OD-0130,Lu 2021,2.7,Analysis departure materially consequential?,NA,Patients not fully masked; potential differential care/reporting; clinician dosing assessed separately.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0130,V33-OD-0130,Lu 2021,3.1,All or nearly all outcome data?,PY,576 intention-to-treat participants retained across the two active arms and shared control.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0130,V33-OD-0130,Lu 2021,3.2,Evidence missingness does not bias result?,NA,576 intention-to-treat participants retained across the two active arms and shared control.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0130,V33-OD-0130,Lu 2021,3.3,Missingness could depend on outcome?,NA,576 intention-to-treat participants retained across the two active arms and shared control.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0130,V33-OD-0130,Lu 2021,3.4,Such dependence likely?,NA,576 intention-to-treat participants retained across the two active arms and shared control.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0130,V33-OD-0130,Lu 2021,4.1,Measurement method inappropriate?,PN,Patient-reported nausea component potentially influenced; objective vomiting and masked dose assessed separately.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0130,V33-OD-0130,Lu 2021,4.2,Measurement differs between arms?,PN,Patient-reported nausea component potentially influenced; objective vomiting and masked dose assessed separately.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0130,V33-OD-0130,Lu 2021,4.3,Outcome assessor aware?,PY,Patient-reported nausea component potentially influenced; objective vomiting and masked dose assessed separately.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0130,V33-OD-0130,Lu 2021,4.4,Awareness could influence measurement?,Y,Patient-reported nausea component potentially influenced; objective vomiting and masked dose assessed separately.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0130,V33-OD-0130,Lu 2021,4.5,Influence likely?,NI,Patient-reported nausea component potentially influenced; objective vomiting and masked dose assessed separately.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0130,V33-OD-0130,Lu 2021,5.1,Prospective analysis plan verified?,NI,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0130,V33-OD-0130,Lu 2021,5.2,Result selected from multiple measurements?,PN,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0130,V33-OD-0130,Lu 2021,5.3,Result selected from multiple analyses?,PN,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0131,V33-OD-0131,Lu 2021,1.1,Random sequence?,Y,Central web block randomization in multicentre trial.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0131,V33-OD-0131,Lu 2021,1.2,Concealed allocation?,PY,Central web block randomization in multicentre trial.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0131,V33-OD-0131,Lu 2021,1.3,Baseline pattern suggests randomization failure?,PN,Central web block randomization in multicentre trial.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0131,V33-OD-0131,Lu 2021,2.1,Participant aware?,PY,Patients not fully masked; potential differential care/reporting; clinician dosing assessed separately.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0131,V33-OD-0131,Lu 2021,2.2,Care personnel aware?,PY,Patients not fully masked; potential differential care/reporting; clinician dosing assessed separately.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0131,V33-OD-0131,Lu 2021,2.3,Trial-context deviations?,NI,Patients not fully masked; potential differential care/reporting; clinician dosing assessed separately.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0131,V33-OD-0131,Lu 2021,2.4,Deviations affect outcome?,NI,Patients not fully masked; potential differential care/reporting; clinician dosing assessed separately.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0131,V33-OD-0131,Lu 2021,2.5,Deviations balanced?,NI,Patients not fully masked; potential differential care/reporting; clinician dosing assessed separately.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0131,V33-OD-0131,Lu 2021,2.6,Assignment-effect analysis appropriate?,PY,Patients not fully masked; potential differential care/reporting; clinician dosing assessed separately.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0131,V33-OD-0131,Lu 2021,2.7,Analysis departure materially consequential?,NA,Patients not fully masked; potential differential care/reporting; clinician dosing assessed separately.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0131,V33-OD-0131,Lu 2021,3.1,All or nearly all outcome data?,PY,576 intention-to-treat participants retained across the two active arms and shared control.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0131,V33-OD-0131,Lu 2021,3.2,Evidence missingness does not bias result?,NA,576 intention-to-treat participants retained across the two active arms and shared control.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0131,V33-OD-0131,Lu 2021,3.3,Missingness could depend on outcome?,NA,576 intention-to-treat participants retained across the two active arms and shared control.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0131,V33-OD-0131,Lu 2021,3.4,Such dependence likely?,NA,576 intention-to-treat participants retained across the two active arms and shared control.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0131,V33-OD-0131,Lu 2021,4.1,Measurement method inappropriate?,PN,Patient-reported nausea component potentially influenced; objective vomiting and masked dose assessed separately.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0131,V33-OD-0131,Lu 2021,4.2,Measurement differs between arms?,PN,Patient-reported nausea component potentially influenced; objective vomiting and masked dose assessed separately.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0131,V33-OD-0131,Lu 2021,4.3,Outcome assessor aware?,PY,Patient-reported nausea component potentially influenced; objective vomiting and masked dose assessed separately.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0131,V33-OD-0131,Lu 2021,4.4,Awareness could influence measurement?,Y,Patient-reported nausea component potentially influenced; objective vomiting and masked dose assessed separately.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0131,V33-OD-0131,Lu 2021,4.5,Influence likely?,NI,Patient-reported nausea component potentially influenced; objective vomiting and masked dose assessed separately.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0131,V33-OD-0131,Lu 2021,5.1,Prospective analysis plan verified?,NI,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0131,V33-OD-0131,Lu 2021,5.2,Result selected from multiple measurements?,PN,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0131,V33-OD-0131,Lu 2021,5.3,Result selected from multiple analyses?,PN,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,24-h PONV table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0134,V33-OD-0134,Lu 2022,1.1,Random sequence?,Y,Computer sequence with sealed allocation.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2022.txt,TEAS EA Verification/Source PDFs/getfile.php-3.pdf,First flatus result,AI assistant under user delegation,2026-09-20
V38-V33-OD-0134,V33-OD-0134,Lu 2022,1.2,Concealed allocation?,PY,Computer sequence with sealed allocation.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2022.txt,TEAS EA Verification/Source PDFs/getfile.php-3.pdf,First flatus result,AI assistant under user delegation,2026-09-20
V38-V33-OD-0134,V33-OD-0134,Lu 2022,1.3,Baseline pattern suggests randomization failure?,PN,Computer sequence with sealed allocation.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2022.txt,TEAS EA Verification/Source PDFs/getfile.php-3.pdf,First flatus result,AI assistant under user delegation,2026-09-20
V38-V33-OD-0134,V33-OD-0134,Lu 2022,2.1,Participant aware?,PY,Patient awareness of treatment possible despite assessor masking.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2022.txt,TEAS EA Verification/Source PDFs/getfile.php-3.pdf,First flatus result,AI assistant under user delegation,2026-09-20
V38-V33-OD-0134,V33-OD-0134,Lu 2022,2.2,Care personnel aware?,PY,Patient awareness of treatment possible despite assessor masking.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2022.txt,TEAS EA Verification/Source PDFs/getfile.php-3.pdf,First flatus result,AI assistant under user delegation,2026-09-20
V38-V33-OD-0134,V33-OD-0134,Lu 2022,2.3,Trial-context deviations?,NI,Patient awareness of treatment possible despite assessor masking.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2022.txt,TEAS EA Verification/Source PDFs/getfile.php-3.pdf,First flatus result,AI assistant under user delegation,2026-09-20
V38-V33-OD-0134,V33-OD-0134,Lu 2022,2.4,Deviations affect outcome?,NI,Patient awareness of treatment possible despite assessor masking.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2022.txt,TEAS EA Verification/Source PDFs/getfile.php-3.pdf,First flatus result,AI assistant under user delegation,2026-09-20
V38-V33-OD-0134,V33-OD-0134,Lu 2022,2.5,Deviations balanced?,NI,Patient awareness of treatment possible despite assessor masking.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2022.txt,TEAS EA Verification/Source PDFs/getfile.php-3.pdf,First flatus result,AI assistant under user delegation,2026-09-20
V38-V33-OD-0134,V33-OD-0134,Lu 2022,2.6,Assignment-effect analysis appropriate?,PY,Patient awareness of treatment possible despite assessor masking.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2022.txt,TEAS EA Verification/Source PDFs/getfile.php-3.pdf,First flatus result,AI assistant under user delegation,2026-09-20
V38-V33-OD-0134,V33-OD-0134,Lu 2022,2.7,Analysis departure materially consequential?,NA,Patient awareness of treatment possible despite assessor masking.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2022.txt,TEAS EA Verification/Source PDFs/getfile.php-3.pdf,First flatus result,AI assistant under user delegation,2026-09-20
