assessment_id,result_id,study,outcome,window,comparison,population,d1,d2,d3,d4,d5,overall,d1_rationale,d2_rationale,d3_rationale,d4_rationale,d5_rationale,overall_rationale,reviewer,review_date,effect_of_interest,source_pdf,source_sha256,source_text,result_location,source,provenance,human_signoff_date
V38-V33-OD-0163,V33-OD-0163,Liu 2021,VAS at rest,24 h,Perioperative TEAS vs Electrodes/no current,50.0/50.0,Some concerns,Some concerns,Low,Some concerns,Some concerns,Some concerns,Online sequence; concealment insufficiently specified.,No-current sham with incompletely established clinical/patient masking.,100/100 retained for these pain contrasts.,"Pain is subjective; explicit assessor masking pertains to cognitive testing, not clearly to pain. Possible influence, without evidence justifying automatic High.",Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/getfile.php-2.pdf,02e9d16c8cb8dd39b10b0e073b010a22888c05ae8dd4c6cc7ccfafdf2e0bf2cb,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Liu_2021.txt,Table 2 / 24-h rest VAS,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0163,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0164,V33-OD-0164,Liu 2021,VAS with coughing,24 h,Perioperative TEAS vs Electrodes/no current,50.0/50.0,Some concerns,Some concerns,Low,Some concerns,Some concerns,Some concerns,Online sequence; concealment insufficiently specified.,No-current sham with incompletely established clinical/patient masking.,100/100 retained for these pain contrasts.,"Pain is subjective; explicit assessor masking pertains to cognitive testing, not clearly to pain. Possible influence, without evidence justifying automatic High.",Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/getfile.php-2.pdf,02e9d16c8cb8dd39b10b0e073b010a22888c05ae8dd4c6cc7ccfafdf2e0bf2cb,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Liu_2021.txt,Table 2 / 24-h coughing VAS,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0164,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0168,V33-OD-0168,Liu 2026 (burn),Nausea-vomiting,Through POD1 / approximately 24 h,Pre-induction TEAS vs Placebo/sham TEAS,43.0/43.0,Low,Low,Low,Low,Some concerns,Some concerns,Computer sequence with opaque envelopes and independent allocation monitoring.,Broad masking and common perioperative care.,"Fig 1 (PDF p5): 102 screened, 14 excluded BEFORE randomization, 88 allocated; one skin-intolerance loss/arm, 86 analysed. Not 16 postrandomization losses.",Masked postoperative nausea-vomiting assessment.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_48_verified.pdf,ad454ee8b62ea93e4001edd3f7e8329ea09a0caaa10204d00e93b2f28891200d,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Liu_2026_burn.txt,Secondary postoperative outcomes,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0168,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0195,V33-OD-0195,Jiang 2026,PONV incidence,Within 24 h,Perioperative TEAS vs Sham/no current,294.0/293.0,Low,Low,Some concerns,Low,Some concerns,Some concerns,Independent randomization with opaque envelopes.,Deception sham with patient/assessor masking and common care.,"614 allocated, 587 analysed; text withdrawal arithmetic also inconsistent. Worst/best-case ITT applies to primary flatus, not this per-protocol PONV result.",Masked postoperative symptom assessment.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/study_4_Jiang_2026.pdf,a980f1476ff869174b7b605dbceff078e5885e02049ca2ea0b95cc19e2a5ac66,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Jiang_2026.txt,24-h PONV result,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0195,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0198,V33-OD-0198,Huang 2025,Time to first flatus,Postoperative,Postoperative EA + ERAS vs ERAS/standard care,43.0/45.0,Low,Some concerns,Some concerns,High,Some concerns,High,Central concealed allocation.,Open usual-care comparison; differential recovery behaviour/co-interventions possible.,"13/101 omitted, including complications; reasons can relate to recovery.",Unblinded patient/family reports determine recovery times and are likely susceptible to expectations.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,High in at least one domain.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_131_verified.pdf,9868368dc35509a1f6a7618e93e28e16831aeb38eb1f3418ce56f55ecc8dd9fa,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Huang_2025.txt,Co-primary outcome / first flatus,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0198,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0199,V33-OD-0199,Huang 2025,Time to first defecation,Postoperative,Postoperative EA + ERAS vs ERAS/standard care,43.0/45.0,Low,Some concerns,Some concerns,High,Some concerns,High,Central concealed allocation.,Open usual-care comparison; differential recovery behaviour/co-interventions possible.,"13/101 omitted, including complications; reasons can relate to recovery.",Unblinded patient/family reports determine recovery times and are likely susceptible to expectations.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,High in at least one domain.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_131_verified.pdf,9868368dc35509a1f6a7618e93e28e16831aeb38eb1f3418ce56f55ecc8dd9fa,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Huang_2025.txt,Co-primary outcome / first defecation,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0199,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0201,V33-OD-0201,Huang 2024,VAS during walking/knee movement,POD1,Contralateral EA vs Bilateral sham EA,38.0/38.0,Low,Low,Some concerns,Some concerns,Some concerns,Some concerns,Computer sequence in opaque envelopes opened only by acupuncturist; prior claim of absent concealment rejected.,Common rehabilitation and analgesia; no demonstrated material deviations.,"114 randomized, 108 completed; ITT claimed and tables retain 38/arm, but handling of missing walking-pain measurements not sufficiently explained.","Subjective walking pain; incomplete sensory masking and active-side sensations leave measurement concerns, not automatic high risk.",Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_245_full_article.pdf,728873a206e9cc158128f082bbe4a4cd75de6f417e9cd52738e8d1b23d883644,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Huang_2024.txt,Primary serial VAS / Day 1,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0201,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0202,V33-OD-0202,Huang 2024,VAS during walking/knee movement,POD1,Ipsilateral EA vs Bilateral sham EA,38.0/38.0,Low,Low,Some concerns,Some concerns,Some concerns,Some concerns,Computer sequence in opaque envelopes opened only by acupuncturist; prior claim of absent concealment rejected.,Common rehabilitation and analgesia; no demonstrated material deviations.,"114 randomized, 108 completed; ITT claimed and tables retain 38/arm, but handling of missing walking-pain measurements not sufficiently explained.","Subjective walking pain; incomplete sensory masking and active-side sensations leave measurement concerns, not automatic high risk.",Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_245_full_article.pdf,728873a206e9cc158128f082bbe4a4cd75de6f417e9cd52738e8d1b23d883644,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Huang_2024.txt,Primary serial VAS / Day 1,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0202,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0215,V33-OD-0215,He 2026 (hepatectomy/JIS),PONV incidence,0-24 h,Intraoperative PC6 TEAS vs No-current PC6 control,80.0/79.0,Low,Low,Low,Low,Low,Low,"Secure web randomization, stratification and blocks.",Patients and clinical/outcome staff masked; treatment under general anaesthesia with concealment.,"Two cancellations/withdrawals from 161; 159 mITT, little outcome loss.",Primary PONV assessed under masking; protocol/SAP and supplement available in the source set.,Primary PONV outcome and analysis supported by available registered protocol/SAP and source supplement; no unexplained selection identified.,No important domain concern identified for this result.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_25_verified.pdf,4fc22447f980bacde9572ec5b1998318f5c4c38aedd82b7809644644e00d7e96,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/He_2026_hepatectomy_JIS.txt,Primary PONV outcome / mITT,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0215,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0222,V33-OD-0222,Gu 2019,Time to first bowel sounds,Postoperative,Long-duration TEAS vs Sham/no-current TEAS,58.0/59.0,Some concerns,Low,Low,Low,Some concerns,Some concerns,Computer-generated sequence; concealment not adequately specified.,"Patients, data collectors and statistician masked.",3/120 not analysed; low fraction without evidence of important differential loss.,Masked symptom/event recording; patient report alone does not establish biased measurement.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,b6fb0c0901f5f6716bd6cc6facc06f0844dca5c5e9d357527f55936d5de0aa33,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,GI recovery table,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0222,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0223,V33-OD-0223,Gu 2019,Time to first flatus,Postoperative,Long-duration TEAS vs Sham/no-current TEAS,58.0/59.0,Some concerns,Low,Low,Low,Some concerns,Some concerns,Computer-generated sequence; concealment not adequately specified.,"Patients, data collectors and statistician masked.",3/120 not analysed; low fraction without evidence of important differential loss.,Masked symptom/event recording; patient report alone does not establish biased measurement.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,b6fb0c0901f5f6716bd6cc6facc06f0844dca5c5e9d357527f55936d5de0aa33,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,GI recovery table,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0223,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0224,V33-OD-0224,Gu 2019,Time to first defecation,Postoperative,Long-duration TEAS vs Sham/no-current TEAS,58.0/59.0,Some concerns,Low,Low,Low,Some concerns,Some concerns,Computer-generated sequence; concealment not adequately specified.,"Patients, data collectors and statistician masked.",3/120 not analysed; low fraction without evidence of important differential loss.,Masked symptom/event recording; patient report alone does not establish biased measurement.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,b6fb0c0901f5f6716bd6cc6facc06f0844dca5c5e9d357527f55936d5de0aa33,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,GI recovery table,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0224,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0232,V33-OD-0232,Guo 2023,Remifentanil consumption,Intraoperative,Perioperative TEAS vs Sham/no-current TEAS,55.0/55.0,Low,Low,Some concerns,Low,Some concerns,Some concerns,Independent allocation technician and controlled sequence implementation.,Masked anaesthesia management under common protocol.,18/128 omitted postrandomization; balance among completers does not establish benign missingness.,Recorded remifentanil dose by masked clinical team.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,retrieved_pdfs/006_guo_2023.pdf,939a5c0639ee8f9d570b5f1de578831009fb452fc1caabbb1c7879faf8849434,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Guo_2023.txt,Perioperative anesthetic table,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0232,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0239,V33-OD-0239,Gao 2021,Time to first flatus,Postoperative,Postoperative TEAS vs Sham/no-current TEAS,303.0/307.0,Low,Some concerns,Low,Some concerns,Some concerns,Some concerns,Central block sequence with sealed allocation.,Patients not blinded; differential postoperative behaviours/care cannot be excluded.,610/307 analysed in the intention-to-treat population.,Patients not blinded; self-reported first flatus/defecation can be influenced despite blinded assessor.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,9dccc7912cf6c84c466abdf8e09b879b53113bafa6d3d72306ad087bdc48e18a,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2021.txt,GI recovery outcomes,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0239,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0240,V33-OD-0240,Gao 2021,Time to first defecation,Postoperative,Postoperative TEAS vs Sham/no-current TEAS,303.0/307.0,Low,Some concerns,Low,Some concerns,Some concerns,Some concerns,Central block sequence with sealed allocation.,Patients not blinded; differential postoperative behaviours/care cannot be excluded.,610/307 analysed in the intention-to-treat population.,Patients not blinded; self-reported first flatus/defecation can be influenced despite blinded assessor.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,9dccc7912cf6c84c466abdf8e09b879b53113bafa6d3d72306ad087bdc48e18a,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2021.txt,GI recovery outcomes,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0240,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0250,V33-OD-0250,Wong 2006,IV PCA morphine consumption,First 3 postoperative days total,Postoperative electroacupuncture vs Nonpenetrating sham acupuncture,13.0/12.0,Some concerns,Low,High,Low,Some concerns,High,Sequence/concealment insufficiently detailed.,Blunt sham and opaque shielding; patients and surgeons masked.,2/27 postoperative-complication exclusions could have substantially different morphine requirements in this very small trial.,Recorded three-day PCA morphine with participant masking.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,High in at least one domain.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_912_wong_2006.pdf,898210345f2f104e6b98a21b11532d3b53872ab18a90e0b9e232052d2718b877,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Wong_2006.txt,Table 2 / postoperative PCA morphine,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0250,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0252,V33-OD-0252,El-Rakshy 2009,Total IV morphine analgesia,First 24 h,Intraoperative EA + PCA vs PCA alone/no acupuncture,42.0/53.0,Some concerns,Some concerns,High,Low,Some concerns,High,Computer sequence; concealment insufficiently documented.,Usual-care allocation and inconsistent group descriptions leave co-intervention concerns; awareness alone is not proof of deviations.,"107 randomized versus 95 analysed, conflicting arm labels and exclusions: outcome-dependent missingness cannot reasonably be dismissed.",Recorded morphine exposure; measurement of delivered dose is objective.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,High in at least one domain.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_868_full_article.pdf,afb7b0095736da9d64b2c771296a6b74cb30c9287b7aa3e2644a14b5e0307529,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/El_Rakshy_2009.txt,Table 2 / total analgesia in 24 h,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0252,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0254,V33-OD-0254,An 2014,Total postoperative fentanyl PCIA dose,Through reported 48-h PCIA period,Intraoperative electroacupuncture vs No acupuncture control,41.0/40.0,Some concerns,Low,High,Low,Some concerns,High,Computer random numbers; concealment not established.,EA under sedation and blinded observation; no demonstrated trial-related deviations.,"7/88 omitted, including repeat surgery and persistent unconsciousness: plausibly strongly related to opioid requirement.",Recorded PCA fentanyl dose; participant and observer masking reported.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,High in at least one domain.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_698_full_article.pdf,56f30fc7755720d3fe7611252f8c3700faa6c6ab57cddc112fef729cc913c645,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/An_2014.txt,Opioid/PCIA results,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0254,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0257,V33-OD-0257,Chen 2015,PONV incidence,0-24 h,Preoperative TEAS vs Electrodes/device with no stimulation,41.0/42.0,Low,Low,Low,Low,Some concerns,Some concerns,Computer sequence and opaque allocation envelopes.,"Patient, clinical and assessment masking; no evidence of material differential care.",One protocol-breach omission from 84; little missing information.,Masked PONV ascertainment; no demonstrated masking failure.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,037_chen_2015_thyroidectomy_lund.pdf,60361dc28f099a330d13fe98c9e96d8f94334920f0eaffd65c450ffd6dc87bfc,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Chen_2015.txt,Table 3 / PONV,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0257,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0261,V33-OD-0261,Chen 2015 (Hyperalgesia),PONV incidence,0-24 h,Preoperative TEAS vs Electrodes/no-current sham,29.0/30.0,Low,Low,Low,Low,Some concerns,Some concerns,Computer sequence and opaque envelopes.,Broad masking of patients and clinical/assessment personnel.,One omission from 60; little missing information.,Masked PONV collection; no documented measurement asymmetry.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,040_chen_2015_hyperalgesia_lund.pdf,88719bd172fa29650c9503944c2e6f7cf083d1dac34c978d8f0d2ddf12b7d2ba,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Chen_2015_Hyperalgesia.txt,Table 2 / PONV,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0261,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0276,V33-OD-0276,Gao 2022,Any postoperative nausea and/or retching and/or vomiting,0-24 h,"Postoperative TEAS at bilateral P6/ST36 (2/10 Hz, 30 min ×2) vs No-current sham with identical electrode/device setup",827.0/828.0,Low,Some concerns,Low,Some concerns,Some concerns,Some concerns,Electronic block randomization with concealed implementation.,Incomplete patient masking; possible differential reporting/care without proof of major deviations.,827/828 intention-to-treat denominators retained.,Nausea-containing outcomes depend on incompletely masked patient reporting; vomiting assessed separately.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/pdf-2.pdf,5cfa6412264e74d7e713676f049fb116278621263c2a13a84c82c48084231492,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2022.txt,Table 3 / primary 24 h PONV outcome,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0276,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0277,V33-OD-0277,Gao 2022,Postoperative vomiting incidence,0-24 h,"Postoperative TEAS at bilateral P6/ST36 (2/10 Hz, 30 min ×2) vs No-current sham with identical electrode/device setup",827.0/828.0,Low,Some concerns,Low,Low,Some concerns,Some concerns,Electronic block randomization with concealed implementation.,Incomplete patient masking; possible differential reporting/care without proof of major deviations.,827/828 intention-to-treat denominators retained.,Observable vomiting with common ascertainment; no evidence that knowledge of assignment materially altered measurement. Not equated to subjective nausea.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/pdf-2.pdf,5cfa6412264e74d7e713676f049fb116278621263c2a13a84c82c48084231492,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2022.txt,Table 3 / 24 h vomiting,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0277,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
