result_id,outcome,timepoint,contrast,population,n_i,n_c,rob2_assessment_id,linkage_status,overall,d1,d2,d3,d4,d5,selection_rule,alternative_assessments,provenance,human_final_signoff,models
V33-OD-0327,Postoperative VAS pain score,6 h after surgery,SONG20_TEAS_vs_SHAM_PAIN6H,Outcome-specific analyzed population,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0328,Postoperative VAS pain score,24 h after surgery,SONG20_TEAS_vs_SHAM_PAIN24H,Outcome-specific analyzed population,42.0,43.0,AF26-SONG20-POSTLOCK-C,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Low,Low,Low,Low,Some concerns,v36 reviewed exact match: same study/outcome/window/denominators/arm statistics; only comparison-ID scheme differs. v26 rest-pain label not source-supported; setting remains unspecified.,,06_FINAL_ANALYSIS_V26/01_DATA/target_C_pain24h.csv#SONG20-POSTLOCK-C,NOT INDEPENDENTLY DOCUMENTED,;pain24_TEAS_active_unspecified
V33-OD-0329,PCA pump press number,0-24 h,SONG20_TEAS_vs_SHAM_PCAPRESS24,Outcome-specific analyzed population,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0330,Nominal butorphanol PCA bolus component derived from reported pump presses,0-24 h,SONG20_TEAS_vs_SHAM_BUTORPCA24_DERIVED,Outcome-specific analyzed population,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0331,Nausea and vomiting adverse event,0-24 h,SONG20_TEAS_vs_SHAM_PONV24,Outcome-specific analyzed population,42.0,43.0,AF26-SONG20-POSTLOCK-D,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Low,Low,Low,Low,Some concerns,Exact source contrast and outcome statistics/population match to existing AF result assessment.,,06_FINAL_ANALYSIS_V26/01_DATA/target_D_ponv.csv#SONG20-POSTLOCK-D,NOT INDEPENDENTLY DOCUMENTED,;ponv24_TEAS_active;ponv24_TEAS_broad_sham_sensitivity
V33-OD-0332,Dizziness,0-24 h,SONG20_TEAS_vs_SHAM_DIZZY24,Outcome-specific analyzed population,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0333,Respiratory depression,0-24 h,SONG20_TEAS_vs_SHAM_RESPDEP24,Outcome-specific analyzed population,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0334,Bradycardia,0-24 h,SONG20_TEAS_vs_SHAM_BRADY24,Outcome-specific analyzed population,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0335,Sleep efficiency,First night before surgery after preoperative stimulation,SONG20_TEAS_vs_SHAM_SLEEPEFFICIENCY_PREOP1,Outcome-specific analyzed population,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0336,AIS score,First night before surgery after preoperative stimulation,SONG20_TEAS_vs_SHAM_AIS_PREOP1,Outcome-specific analyzed population,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0337,REM sleep,First night before surgery after preoperative stimulation,SONG20_TEAS_vs_SHAM_REMSLEEP_PREOP1,Outcome-specific analyzed population,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0338,Stable sleep,First night before surgery after preoperative stimulation,SONG20_TEAS_vs_SHAM_STABLESLEEP_PREOP1,Outcome-specific analyzed population,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0339,Unstable sleep,First night before surgery after preoperative stimulation,SONG20_TEAS_vs_SHAM_UNSTABLESLEEP_PREOP1,Outcome-specific analyzed population,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0340,Sleep efficiency,First postoperative night,SONG20_TEAS_vs_SHAM_SLEEPEFFICIENCY_POD1,Outcome-specific analyzed population,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0341,AIS score,First postoperative night,SONG20_TEAS_vs_SHAM_AIS_POD1,Outcome-specific analyzed population,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0342,REM sleep,First postoperative night,SONG20_TEAS_vs_SHAM_REMSLEEP_POD1,Outcome-specific analyzed population,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0343,Stable sleep,First postoperative night,SONG20_TEAS_vs_SHAM_STABLESLEEP_POD1,Outcome-specific analyzed population,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0344,Unstable sleep,First postoperative night,SONG20_TEAS_vs_SHAM_UNSTABLESLEEP_POD1,Outcome-specific analyzed population,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0345,Sleep efficiency,Third postoperative night,SONG20_TEAS_vs_SHAM_SLEEPEFFICIENCY_POD3,Outcome-specific analyzed population,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0346,AIS score,Third postoperative night,SONG20_TEAS_vs_SHAM_AIS_POD3,Outcome-specific analyzed population,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0347,REM sleep,Third postoperative night,SONG20_TEAS_vs_SHAM_REMSLEEP_POD3,Outcome-specific analyzed population,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0348,Stable sleep,Third postoperative night,SONG20_TEAS_vs_SHAM_STABLESLEEP_POD3,Outcome-specific analyzed population,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0349,Unstable sleep,Third postoperative night,SONG20_TEAS_vs_SHAM_UNSTABLESLEEP_POD3,Outcome-specific analyzed population,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0350,Total IV PCA morphine dose,0–24 h postoperative,SZMIT21_TEAS_vs_SHAM_MORPH24,Outcome-specific analyzed population,24.0,24.0,CORRECTED-V34-069,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Low,Low,Low,Low,Some concerns,Exact result applicability manually mapped to latest consolidated corrected record; supersedes legacy selector.,,v34 master: Corrected_RoB2 row70,NOT INDEPENDENTLY DOCUMENTED,;opioid24_TEAS_sham;opioid24_TEAS_sham_expanded_suf0.25;opioid24_TEAS_sham_expanded_suf0.25_without_Chen2020;opioid24_TEAS_sham_expanded_suf0.5;opioid24_TEAS_sham_expanded_suf0.5_without_Chen2020;opioid24_TEAS_sham_expanded_suf1;opioid24_TEAS_sham_expanded_suf1_without_Chen2020
V33-OD-0351,Total IV PCA morphine dose,0–24 h postoperative,SZMIT21_TEAS_vs_CTRL_MORPH24,Outcome-specific analyzed population,24.0,23.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;opioid24_TEAS_usual
V33-OD-0352,Nausea incidence,Postoperative observation period; PCA/TEAS discontinued at 24 h,SZMIT21_TEAS_vs_SHAM_NAUSEA24,Outcome-specific analyzed population,24.0,24.0,AF26-SZMIT21-POSTLOCK,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Low,Low,Low,Low,Some concerns,Exact source contrast and outcome statistics/population match to existing AF result assessment.,,06_FINAL_ANALYSIS_V26/01_DATA/target_D_ponv.csv#SZMIT21-POSTLOCK,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0353,Nausea incidence,Postoperative observation period; PCA/TEAS discontinued at 24 h,SZMIT21_TEAS_vs_CTRL_NAUSEA24,Outcome-specific analyzed population,24.0,23.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0354,VAS pain at discharge,At discharge; exact postoperative clock time not reported,SZMIT21_TEAS_vs_SHAM_VASDISCH,Outcome-specific analyzed population,24.0,24.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0355,VAS pain at discharge,At discharge; exact postoperative clock time not reported,SZMIT21_TEAS_vs_CTRL_VASDISCH,Outcome-specific analyzed population,24.0,23.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0356,Exact cumulative postoperative opioid consumption,0–24 h,ZHANG18_TEA_vs_SHAM_OPIOID24,Outcome-specific analyzed population,21.0,21.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0357,Time to first defecation,Postoperative,ZHANG18_TEA_vs_SHAM_DEFEC,Outcome-specific analyzed population,21.0,21.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0358,Time to first flatus,Postoperative,ZHANG18_TEA_vs_SHAM_FLATUS,Outcome-specific analyzed population,21.0,21.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0359,Time to resume diet,Postoperative,ZHANG18_TEA_vs_SHAM_DIET,Outcome-specific analyzed population,21.0,21.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0360,Prolonged postoperative ileus / time to first defecation >96 h,Postoperative,ZHANG18_TEA_vs_SHAM_POI96,Outcome-specific analyzed population,21.0,21.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0361,Time to ambulation,Postoperative,ZHANG18_TEA_vs_SHAM_AMB,Outcome-specific analyzed population,21.0,21.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0362,Postoperative hospital length of stay,Postoperative,ZHANG18_TEA_vs_SHAM_LOS,Outcome-specific analyzed population,21.0,21.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0363,VAS pain score,Postoperative day 1,ZHANG18_TEA_vs_SHAM_PAINPOD1,Outcome-specific analyzed population,21.0,21.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0364,VAS pain score,Postoperative day 2,ZHANG18_TEA_vs_SHAM_PAINPOD2,Outcome-specific analyzed population,21.0,21.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0365,VAS pain score,Postoperative day 3,ZHANG18_TEA_vs_SHAM_PAINPOD3,Outcome-specific analyzed population,21.0,21.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0366,Participants requiring rescue sufentanil,0-24 h postoperative,YU20_TEAS_vs_CTRL_RESCUEOP24,Outcome-specific analyzed population,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0367,Resting pain VAS,POD1 (~24 h),YU20_TEAS_vs_CTRL_PAIN_POD1,Outcome-specific analyzed population,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;pain24_rest_TEAS_sham
V33-OD-0368,Resting pain VAS,POD2 (~48 h),YU20_TEAS_vs_CTRL_PAIN_POD2,Outcome-specific analyzed population,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0369,Cumulative number of rescue analgesia administrations,0-24 h postoperative,YAO15_TEAS_vs_CTRL_RESCUECOUNT24,Outcome-specific analyzed population,35.0,36.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0370,Time to first rescue analgesia,0-24 h postoperative,YAO15_TEAS_vs_CTRL_TIMETORESCUE,Outcome-specific analyzed population,35.0,36.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0371,Postoperative nausea,0-24 h postoperative,YAO15_TEAS_vs_CTRL_NAUSEA24,Outcome-specific analyzed population,35.0,36.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;nausea24_TEAS_sham
V33-OD-0372,Postoperative vomiting,0-24 h postoperative,YAO15_TEAS_vs_CTRL_VOMIT24,Outcome-specific analyzed population,35.0,36.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;vomiting24_TEAS_sham
V33-OD-0373,Intraoperative sufentanil,Intraoperative,ZHU22_PRE_vs_USUAL_INTRAOPSUF,Outcome-specific analyzed population,101.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0374,Intraoperative sufentanil,Intraoperative,ZHU22_30MIN_vs_USUAL_INTRAOPSUF,Outcome-specific analyzed population,98.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0375,Intraoperative sufentanil,Intraoperative,ZHU22_COMB_vs_USUAL_INTRAOPSUF,Outcome-specific analyzed population,100.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0376,Intraoperative remifentanil,Intraoperative,ZHU22_PRE_vs_USUAL_INTRAOPREMI,Outcome-specific analyzed population,101.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;intraop_remifentanil_EA_usual
V33-OD-0377,Intraoperative remifentanil,Intraoperative,ZHU22_30MIN_vs_USUAL_INTRAOPREMI,Outcome-specific analyzed population,98.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;intraop_remifentanil_EA_usual
V33-OD-0378,Intraoperative remifentanil,Intraoperative,ZHU22_COMB_vs_USUAL_INTRAOPREMI,Outcome-specific analyzed population,100.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;intraop_remifentanil_EA_usual
V33-OD-0379,Intraoperative remifentanil,Intraoperative,PAN23_TEAS_vs_CTRL_INTRAOPREMI,Outcome-specific analyzed population,52.0,53.0,AF26-F-intra-013,LINKED EXISTING RESULT ASSESSMENT,High,Some concerns,High,High,Some concerns,Some concerns,v36 reviewed exact match: same study/outcome/window/denominators/arm statistics; only comparison-ID scheme differs.,,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-intra-013,NOT INDEPENDENTLY DOCUMENTED,;intraop_remifentanil_TEAS_usual
V33-OD-0380,Time to first defecation,Postoperative,YANG20_EA_vs_UC_DEFECATION,Outcome-specific analyzed population,29.0,28.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;defecation_EA_usual
V33-OD-0381,Global QoR-40,24 h (T11),LIANG21_TEAS_vs_CTRL_QOR40_24H,Outcome-specific analyzed population,35.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0382,Global QoR-40,48 h (T12),LIANG21_TEAS_vs_CTRL_QOR40_48H,Outcome-specific analyzed population,35.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0383,Postoperative analgesia requirement (metric undefined),Early postoperative period - exact window not stated,LIANG21_TEAS_vs_CTRL_ANALGREQ,Outcome-specific analyzed population,35.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0002,Pain on movement (NRS),6–24 h,V34_B1_001,Per-protocol,101.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;pain6to24_movement_EA_usual
AUDIT-0003,Pain on movement (NRS),6–24 h,V34_B1_002,Per-protocol,98.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;pain6to24_movement_EA_usual
AUDIT-0004,Pain on movement (NRS),6–24 h,V34_B1_003,Per-protocol,100.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;pain6to24_movement_EA_usual
AUDIT-0005,Pain on movement (NRS),0–6 h,V34_B1_004,Per-protocol,101.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0006,Pain on movement (NRS),0–6 h,V34_B1_005,Per-protocol,98.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0007,Pain on movement (NRS),0–6 h,V34_B1_006,Per-protocol,100.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0008,Pain on movement (NRS),24–48 h,V34_B1_007,Per-protocol,101.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0009,Pain on movement (NRS),24–48 h,V34_B1_008,Per-protocol,98.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0010,Pain on movement (NRS),24–48 h,V34_B1_009,Per-protocol,100.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0011,Pain on movement (NRS),48–72 h,V34_B1_010,Per-protocol,101.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0012,Pain on movement (NRS),48–72 h,V34_B1_011,Per-protocol,98.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0013,Pain on movement (NRS),48–72 h,V34_B1_012,Per-protocol,100.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0014,Participants requiring postoperative analgesics,0–48 h after surgery,V34_B1_013,Per-protocol,101.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0015,Participants requiring postoperative analgesics,0–48 h after surgery,V34_B1_014,Per-protocol,98.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0016,Participants requiring postoperative analgesics,0–48 h after surgery,V34_B1_015,Per-protocol,100.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0017,Time to passage of first flatus,From end of surgery to first flatus,V34_B1_016,Per-protocol,101.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;flatus_EA_usual;flatus_EA_usual_SMD_sensitivity
AUDIT-0018,Time to passage of first flatus,From end of surgery to first flatus,V34_B1_017,Per-protocol,98.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;flatus_EA_usual;flatus_EA_usual_SMD_sensitivity
AUDIT-0019,Time to passage of first flatus,From end of surgery to first flatus,V34_B1_018,Per-protocol,100.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;flatus_EA_usual;flatus_EA_usual_SMD_sensitivity
AUDIT-0020,Overall QoR-15,AMBIGUOUS,V34_B1_019,Per-protocol,101.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0021,Overall QoR-15,AMBIGUOUS,V34_B1_020,Per-protocol,98.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0022,Overall QoR-15,AMBIGUOUS,V34_B1_021,Per-protocol,100.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0023,Postoperative nausea incidence,0–6 h after surgery,V34_B1_022,Per-protocol,101.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0024,Postoperative vomiting incidence,0–6 h after surgery,V34_B1_023,Per-protocol,101.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0025,Nausea severity score,0–6 h after surgery,V34_B1_024,Per-protocol,101.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0026,Vomiting severity score,0–6 h after surgery,V34_B1_025,Per-protocol,101.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0027,Participants requiring metoclopramide rescue antiemetic,0–6 h after surgery,V34_B1_026,Per-protocol,101.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0028,Postoperative nausea incidence,0–6 h after surgery,V34_B1_027,Per-protocol,98.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0029,Postoperative vomiting incidence,0–6 h after surgery,V34_B1_028,Per-protocol,98.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0030,Nausea severity score,0–6 h after surgery,V34_B1_029,Per-protocol,98.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0031,Vomiting severity score,0–6 h after surgery,V34_B1_030,Per-protocol,98.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0032,Participants requiring metoclopramide rescue antiemetic,0–6 h after surgery,V34_B1_031,Per-protocol,98.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0033,Postoperative nausea incidence,0–6 h after surgery,V34_B1_032,Per-protocol,100.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
